Paper_ID,ML_Condition_ID,Target,Exclusion_Reason,Missing_Required_Fields,Target_Status,Group_ID,Source_Target_Value,Analysis_Target_Value,M2_Composition_Source,Included,NA_Converted_To_Zero
P016,P016_MC_750C_10min,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Fe_at%|Mn_at%|Co_at%|Cr_at%|Test_T_K|Strain_rate_s-1,,PAPER::P016,,,UNAVAILABLE,False,False
P008,P008_MC_N0_HOMO,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P008_SERIES01,,,MEASURED_BULK,False,False
P008,P008_MC_N0_PC,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P008_SERIES01,1.0,,MEASURED_BULK,False,False
P008,P008_MC_N0_FC,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P008_SERIES01,,,MEASURED_BULK,False,False
P008,P008_MC_N2p6_HOMO,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P008_SERIES01,,,MEASURED_BULK,False,False
P008,P008_MC_N2p6_FC,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P008_SERIES01,1.0,,MEASURED_BULK,False,False
P010,P010_MC_AlloyI,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P010_SERIES01,1.0,,MEASURED_BULK,False,False
P010,P010_MC_AlloyII,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P010_SERIES01,1.0,,MEASURED_BULK,False,False
P010,P010_MC_AlloyIII,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P010_SERIES01,1.0,,MEASURED_BULK,False,False
P011,P011_MC_A9_298K,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,,P011_SERIES01,,,NOMINAL,False,False
P011,P011_MC_A10_298K,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO,,,P011_SERIES01,1.0,,NOMINAL,False,False
P011,P011_MC_A11_298K,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,,P011_SERIES01,,,NOMINAL,False,False
P011,P011_MC_A10_77K,T2_FCC_TWIP_STRICT,INCLUDED,,,P011_SERIES01,0.0,0,NOMINAL,True,False
P012,P012_MC_BASE_RT,T2_FCC_TWIP_STRICT,INCLUDED,,,P012_SERIES01,1.0,1,MEASURED_BULK,True,False
P012,P012_MC_MO_RT,T2_FCC_TWIP_STRICT,INCLUDED,,,P012_SERIES01,1.0,1,MEASURED_BULK,True,False
P012,P012_MC_C_RT,T2_FCC_TWIP_STRICT,INCLUDED,,,P012_SERIES01,1.0,1,MEASURED_BULK,True,False
P012,P012_MC_BASE_77K,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,,P012_SERIES01,,,MEASURED_BULK,False,False
P012,P012_MC_MO_77K,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,,P012_SERIES01,,,MEASURED_BULK,False,False
P012,P012_MC_C_77K,T2_FCC_TWIP_STRICT,INCLUDED,,,P012_SERIES01,1.0,1,MEASURED_BULK,True,False
P013,P013_MC_ASCAST_RT,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P013_SERIES01,1.0,,NOMINAL,False,False
P014,P014_MC_ASCAST,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P014_SERIES01,,,NOMINAL,False,False
P014,P014_MC_CR,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P014_SERIES01,,,NOMINAL,False,False
P014,P014_MC_A600,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P014_SERIES01,1.0,,NOMINAL,False,False
P014,P014_MC_A650,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P014_SERIES01,,,NOMINAL,False,False
P014,P014_MC_A700,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P014_SERIES01,,,NOMINAL,False,False
P015,P015_MC_298K,T2_FCC_TWIP_STRICT,M2_INCOMPLETE,Co_at%,,P015_SERIES01,1.0,1,NOMINAL,False,False
P015,P015_MC_77K,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Co_at%,,P015_SERIES01,1.0,,NOMINAL,False,False
P002,P002_MC_A600_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,,P002_SERIES01,,,NOMINAL,False,False
P002,P002_MC_A700_RT,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P002_SERIES01,1.0,,NOMINAL,False,False
P002,P002_MC_A800_RT,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,,P002_SERIES01,1.0,,NOMINAL,False,False
P020,P020_MC_TRIPHEA_INSITU,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K|Strain_rate_s-1,VERIFIED_JOINT,P020_SERIES01,1.0,,NOMINAL,False,False
P021,P021_MC_A900_5M_RT_G10,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,TARGETS_UNRESOLVED,P021_SERIES01,,,NOMINAL,False,False
P021,P021_MC_A900_25M_RT_G19,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,TARGETS_UNRESOLVED,P021_SERIES01,,,NOMINAL,False,False
P021,P021_MC_A1000_20M_RT_G41,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO,,VERIFIED_JOINT,P021_SERIES01,1.0,,NOMINAL,False,False
P021,P021_MC_A1000_150M_RT_G150,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,TARGETS_UNRESOLVED,P021_SERIES01,,,NOMINAL,False,False
P021,P021_MC_A1000_20M_77K_G41,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA,,TRIP_VERIFIED_TWIP_UNRESOLVED,P021_SERIES01,,,NOMINAL,False,False
P022,P022_MC_C0_ASCAST_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE|CHEMISTRY_POLICY_REJECTED_RAW_ATOMIC_RATIO,Fe_at%|Mn_at%|Co_at%|Cr_at%|Test_T_K|Strain_rate_s-1,TRIP_AUTHOR_ATTRIBUTED_TWIP_UNRESOLVED,P022_SERIES01,,,UNAVAILABLE_POLICY_REJECTED,False,False
P022,P022_MC_C2_ASCAST_RT,T2_FCC_TWIP_STRICT,M2_INCOMPLETE|CHEMISTRY_POLICY_REJECTED_RAW_ATOMIC_RATIO,Fe_at%|Mn_at%|Co_at%|Cr_at%|Test_T_K|Strain_rate_s-1,TWIP_VERIFIED_TRIP_UNRESOLVED,P022_SERIES01,1.0,1,UNAVAILABLE_POLICY_REJECTED,False,False
P022,P022_MC_C4_ASCAST_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE|CHEMISTRY_POLICY_REJECTED_RAW_ATOMIC_RATIO,Fe_at%|Mn_at%|Co_at%|Cr_at%|Test_T_K|Strain_rate_s-1,TARGETS_UNRESOLVED,P022_SERIES01,,,UNAVAILABLE_POLICY_REJECTED,False,False
P022,P022_MC_C2MO1_ASCAST_RT,T2_FCC_TWIP_STRICT,M2_INCOMPLETE|CHEMISTRY_POLICY_REJECTED_RAW_ATOMIC_RATIO,Fe_at%|Mn_at%|Co_at%|Cr_at%|Test_T_K|Strain_rate_s-1,TWIP_VERIFIED_TRIP_UNRESOLVED,P022_SERIES01,1.0,1,UNAVAILABLE_POLICY_REJECTED,False,False
P022,P022_MC_C2MO2_ASCAST_RT,T2_FCC_TWIP_STRICT,M2_INCOMPLETE|CHEMISTRY_POLICY_REJECTED_RAW_ATOMIC_RATIO,Fe_at%|Mn_at%|Co_at%|Cr_at%|Test_T_K|Strain_rate_s-1,TWIP_VERIFIED_TRIP_UNRESOLVED,P022_SERIES01,1.0,1,UNAVAILABLE_POLICY_REJECTED,False,False
P023,P023_MC_DPASS_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,TARGETS_UNRESOLVED,P023_SERIES01,,,NOMINAL,False,False
P023,P023_MC_650_5_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,TARGETS_UNRESOLVED,P023_SERIES01,,,NOMINAL,False,False
P023,P023_MC_650_15_RT,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,VERIFIED_JOINT,P023_SERIES01,1.0,,NOMINAL,False,False
P023,P023_MC_650_30_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,TARGETS_UNRESOLVED,P023_SERIES01,,,NOMINAL,False,False
P023,P023_MC_850_5_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,TARGETS_UNRESOLVED,P023_SERIES01,,,NOMINAL,False,False
P023,P023_MC_850_15_RT,T2_FCC_TWIP_STRICT,SOURCE_TARGET_NA|M2_INCOMPLETE,Test_T_K,TARGETS_UNRESOLVED,P023_SERIES01,,,NOMINAL,False,False
P023,P023_MC_850_30_RT,T2_FCC_TWIP_STRICT,FCC_STRICT_PHASE_EXCLUSION_NOT_ZERO|M2_INCOMPLETE,Test_T_K,VERIFIED_JOINT,P023_SERIES01,1.0,,NOMINAL,False,False
