Paper_ID,Condition_ID,Row_Role,Field,Value,Declared_unit,Consistency_Status,Method_or_origin,Temperature_association,Condition_association,Review_note,Requires_manual_review
P003,P003_C04,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,0.63,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C04,Fraction represented on 0–1 scale,False
P003,P003_C04,EXPERIMENTAL_INDEPENDENT,Initial_HCP_fraction,0.37,HCP_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C04,Fraction represented on 0–1 scale,False
P003,P003_C04,EXPERIMENTAL_INDEPENDENT,YS_MPa,300,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C04,Numeric value in canonical declared unit,False
P003,P003_C04,EXPERIMENTAL_INDEPENDENT,UTS_MPa,672,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C04,Numeric value in canonical declared unit,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,Test_T_K,300,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C05,Numeric value in canonical declared unit,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,10,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C05,Numeric value in canonical declared unit,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,Grain_size_um,4.5,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C05,Numeric value in canonical declared unit,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,SFE_mJ_m2,6.5,mJ_m2,CONSISTENT,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,300,P003_C05,Numeric value retained with method: reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,SFE_method,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,method,METHOD_RECORDED,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,300,P003_C05,Method retained; values from different methods must not be treated as interchangeable,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,0.63,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C05,Fraction represented on 0–1 scale,False
P003,P003_C05,EXPERIMENTAL_INDEPENDENT,Initial_HCP_fraction,0.37,HCP_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C05,Fraction represented on 0–1 scale,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,Test_T_K,300,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C06,Numeric value in canonical declared unit,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,100,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C06,Numeric value in canonical declared unit,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,Grain_size_um,4.5,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C06,Numeric value in canonical declared unit,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,SFE_mJ_m2,6.5,mJ_m2,CONSISTENT,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,300,P003_C06,Numeric value retained with method: reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,SFE_method,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,method,METHOD_RECORDED,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,300,P003_C06,Method retained; values from different methods must not be treated as interchangeable,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,0.63,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C06,Fraction represented on 0–1 scale,False
P003,P003_C06,EXPERIMENTAL_INDEPENDENT,Initial_HCP_fraction,0.37,HCP_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C06,Fraction represented on 0–1 scale,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,Test_T_K,300,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Numeric value in canonical declared unit,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,1000,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Numeric value in canonical declared unit,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,Grain_size_um,4.5,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Numeric value in canonical declared unit,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,SFE_mJ_m2,19.5,mJ_m2,CONSISTENT,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,300,P003_C07,Numeric value retained with method: reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,SFE_method,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,method,METHOD_RECORDED,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,300,P003_C07,Method retained; values from different methods must not be treated as interchangeable,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,0.63,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Fraction represented on 0–1 scale,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,Initial_HCP_fraction,0.37,HCP_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Fraction represented on 0–1 scale,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,YS_MPa,380,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Numeric value in canonical declared unit,False
P003,P003_C07,EXPERIMENTAL_INDEPENDENT,UTS_MPa,810,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,300,P003_C07,Numeric value in canonical declared unit,False
P004,P004_C01,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,673,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C01,Numeric value in canonical declared unit,False
P004,P004_C01,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C01,Numeric value in canonical declared unit,False
P004,P004_C01,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,690,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C01,Numeric value in canonical declared unit,False
P004,P004_C01,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C01,Fraction represented on 0–1 scale,False
P004,P004_C01,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C01,Fraction represented on 0–1 scale,False
P004,P004_C02,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,673,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C02,Numeric value in canonical declared unit,False
P004,P004_C02,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C02,Numeric value in canonical declared unit,False
P004,P004_C02,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,690,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C02,Numeric value in canonical declared unit,False
P004,P004_C02,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C02,Fraction represented on 0–1 scale,False
P004,P004_C02,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C02,Fraction represented on 0–1 scale,False
P004,P004_C03,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,673,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C03,Numeric value in canonical declared unit,False
P004,P004_C03,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C03,Numeric value in canonical declared unit,False
P004,P004_C03,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,690,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C03,Numeric value in canonical declared unit,False
P004,P004_C03,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C03,Fraction represented on 0–1 scale,False
P004,P004_C03,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C03,Fraction represented on 0–1 scale,False
P004,P004_C04,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,673,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C04,Numeric value in canonical declared unit,False
P004,P004_C04,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C04,Numeric value in canonical declared unit,False
P004,P004_C04,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,690,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C04,Numeric value in canonical declared unit,False
P004,P004_C04,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C04,Fraction represented on 0–1 scale,False
P004,P004_C04,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C04,Fraction represented on 0–1 scale,False
P004,P004_C05,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,673,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C05,Numeric value in canonical declared unit,False
P004,P004_C05,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C05,Numeric value in canonical declared unit,False
P004,P004_C05,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,690,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C05,Numeric value in canonical declared unit,False
P004,P004_C05,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C05,Fraction represented on 0–1 scale,False
P004,P004_C05,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C05,Fraction represented on 0–1 scale,False
P004,P004_C06,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,673,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C06,Numeric value in canonical declared unit,False
P004,P004_C06,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C06,Numeric value in canonical declared unit,False
P004,P004_C06,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,690,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C06,Numeric value in canonical declared unit,False
P004,P004_C06,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C06,Fraction represented on 0–1 scale,False
P004,P004_C06,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,673,P004_C06,Fraction represented on 0–1 scale,False
P005,P005_C01,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C01,Numeric value in canonical declared unit,False
P005,P005_C01,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,3.5,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C01,Numeric value in canonical declared unit,False
P005,P005_C01,EXPERIMENTAL_REPEATED_STAGE,SFE_mJ_m2,24,mJ_m2,CONSISTENT,TEM/WBDF partial-dislocation separation,298,P005_C01,Numeric value retained with method: TEM/WBDF partial-dislocation separation,False
P005,P005_C01,EXPERIMENTAL_REPEATED_STAGE,SFE_method,TEM/WBDF partial-dislocation separation,method,METHOD_RECORDED,TEM/WBDF partial-dislocation separation,298,P005_C01,Method retained; values from different methods must not be treated as interchangeable,False
P005,P005_C01,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C01,Fraction represented on 0–1 scale,False
P005,P005_C01,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C01,Fraction represented on 0–1 scale,False
P005,P005_C02,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C02,Numeric value in canonical declared unit,False
P005,P005_C02,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,3.5,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C02,Numeric value in canonical declared unit,False
P005,P005_C02,EXPERIMENTAL_REPEATED_STAGE,SFE_mJ_m2,24,mJ_m2,CONSISTENT,TEM/WBDF partial-dislocation separation,298,P005_C02,Numeric value retained with method: TEM/WBDF partial-dislocation separation,False
P005,P005_C02,EXPERIMENTAL_REPEATED_STAGE,SFE_method,TEM/WBDF partial-dislocation separation,method,METHOD_RECORDED,TEM/WBDF partial-dislocation separation,298,P005_C02,Method retained; values from different methods must not be treated as interchangeable,False
P005,P005_C02,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C02,Fraction represented on 0–1 scale,False
P005,P005_C02,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C02,Fraction represented on 0–1 scale,False
P005,P005_C03,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C03,Numeric value in canonical declared unit,False
P005,P005_C03,EXPERIMENTAL_REPEATED_STAGE,Grain_size_um,3.5,size_um,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C03,Numeric value in canonical declared unit,False
P005,P005_C03,EXPERIMENTAL_REPEATED_STAGE,SFE_mJ_m2,24,mJ_m2,CONSISTENT,TEM/WBDF partial-dislocation separation,298,P005_C03,Numeric value retained with method: TEM/WBDF partial-dislocation separation,False
P005,P005_C03,EXPERIMENTAL_REPEATED_STAGE,SFE_method,TEM/WBDF partial-dislocation separation,method,METHOD_RECORDED,TEM/WBDF partial-dislocation separation,298,P005_C03,Method retained; values from different methods must not be treated as interchangeable,False
P005,P005_C03,EXPERIMENTAL_REPEATED_STAGE,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C03,Fraction represented on 0–1 scale,False
P005,P005_C03,EXPERIMENTAL_REPEATED_STAGE,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P005_C03,Fraction represented on 0–1 scale,False
P006,P006_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C01,Numeric value in canonical declared unit,False
P006,P006_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.00015,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C01,Numeric value in canonical declared unit,False
P006,P006_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,DeltaG_FCC_HCP_J_mol,87,FCC_HCP_J_mol,CONSISTENT,Thermo-Calc at 300 K,298,P006_C01,Numeric value retained with method: Thermo-Calc at 300 K,False
P006,P006_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C01,Fraction represented on 0–1 scale,False
P006,P006_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C01,Fraction represented on 0–1 scale,False
P006,P006_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C02,Numeric value in canonical declared unit,False
P006,P006_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.00015,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C02,Numeric value in canonical declared unit,False
P006,P006_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,DeltaG_FCC_HCP_J_mol,-34,FCC_HCP_J_mol,CONSISTENT,Thermo-Calc at 300 K,298,P006_C02,Numeric value retained with method: Thermo-Calc at 300 K,False
P006,P006_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C02,Fraction represented on 0–1 scale,False
P006,P006_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C02,Fraction represented on 0–1 scale,False
P006,P006_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C03,Numeric value in canonical declared unit,False
P006,P006_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.00015,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C03,Numeric value in canonical declared unit,False
P006,P006_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,DeltaG_FCC_HCP_J_mol,-276,FCC_HCP_J_mol,CONSISTENT,Thermo-Calc at 300 K,298,P006_C03,Numeric value retained with method: Thermo-Calc at 300 K,False
P006,P006_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C03,Fraction represented on 0–1 scale,False
P006,P006_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Initial_HCP_fraction,0,HCP_fraction,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P006_C03,Fraction represented on 0–1 scale,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Numeric value in canonical declared unit,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Numeric value in canonical declared unit,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,Grain_size_um,1.4,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Numeric value in canonical declared unit,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Fraction represented on 0–1 scale,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,YS_MPa,916,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Numeric value in canonical declared unit,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,UTS_MPa,1103,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Numeric value in canonical declared unit,False
P007,P007_C01,EXPERIMENTAL_INDEPENDENT,Elongation_pct,33,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C01,Numeric value in canonical declared unit,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Numeric value in canonical declared unit,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Numeric value in canonical declared unit,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,Grain_size_um,1.4,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Numeric value in canonical declared unit,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Fraction represented on 0–1 scale,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,YS_MPa,822,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Numeric value in canonical declared unit,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,UTS_MPa,1079,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Numeric value in canonical declared unit,False
P007,P007_C02,EXPERIMENTAL_INDEPENDENT,Elongation_pct,42,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C02,Numeric value in canonical declared unit,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Numeric value in canonical declared unit,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Numeric value in canonical declared unit,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,Grain_size_um,1.4,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Numeric value in canonical declared unit,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Fraction represented on 0–1 scale,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,YS_MPa,735,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Numeric value in canonical declared unit,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,UTS_MPa,1038,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Numeric value in canonical declared unit,False
P007,P007_C03,EXPERIMENTAL_INDEPENDENT,Elongation_pct,43,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C03,Numeric value in canonical declared unit,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Numeric value in canonical declared unit,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Numeric value in canonical declared unit,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,Grain_size_um,1.4,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Numeric value in canonical declared unit,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Fraction represented on 0–1 scale,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,YS_MPa,699,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Numeric value in canonical declared unit,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,UTS_MPa,1041,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Numeric value in canonical declared unit,False
P007,P007_C04,EXPERIMENTAL_INDEPENDENT,Elongation_pct,45,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C04,Numeric value in canonical declared unit,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Numeric value in canonical declared unit,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Numeric value in canonical declared unit,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,Grain_size_um,1.4,size_um,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Numeric value in canonical declared unit,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Fraction represented on 0–1 scale,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,YS_MPa,689,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Numeric value in canonical declared unit,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,UTS_MPa,1077,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Numeric value in canonical declared unit,False
P007,P007_C05,EXPERIMENTAL_INDEPENDENT,Elongation_pct,37,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P007_C05,Numeric value in canonical declared unit,False
P008,P008_C01,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C01,Numeric value in canonical declared unit,False
P008,P008_C01,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C01,Numeric value in canonical declared unit,False
P008,P008_C01,EXPERIMENTAL_INDEPENDENT,YS_MPa,210,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C01,Numeric value in canonical declared unit,False
P008,P008_C02,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C02,Numeric value in canonical declared unit,False
P008,P008_C02,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C02,Numeric value in canonical declared unit,False
P008,P008_C02,EXPERIMENTAL_INDEPENDENT,YS_MPa,1310,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C02,Numeric value in canonical declared unit,False
P008,P008_C02,EXPERIMENTAL_INDEPENDENT,Elongation_pct,16.5,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P008_C02,Numeric value in canonical declared unit,False
