Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Stage_Role,CORRELATED_STAGE_INTERVAL,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,TRIP_State,1,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,TWIP_State,1,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Slip_State,1,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Twinning_Mode,Compression {10-11}<10-12> twinning activates in ε-HCP; tensile twinning continues,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Phase_Specific_Mechanism,γ-FCC: TRIP + slip; ε-HCP: tensile/compression TWIP + slip,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Main_Physics_Event,Compression twinning onset; HCP fraction continues increasing; final fracture,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,"pp.11,16; Figs.6,10",as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Notes,Final γ-FCC fraction is under ~30%; stage ends at fracture.,as named/reported,VERIFIED_WORKBOOK,"pp.11,16; Figs.6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Approx_Stress_MPa,0,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,HCP_fraction,0.33,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,HCP_fraction_status,DIRECT_BULK_SXRD_RIETVELD,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,TRIP_at_observation,0,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,TWIP_at_observation,0,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Slip_at_observation,0,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,HCP_c_over_a,1.6173,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,HCP_c_over_a_uncertainty,0.0001,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,FCC_lattice_a_A,3.582,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,HCP_lattice_a_A,2.535,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,HCP_lattice_c_A,4.1,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Mechanism_Event,Stress-free dual-phase starting state,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Evidence_Location,"pp.7,14; Fig.4",as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_0MPa,Notes,"Initial ε-HCP is thermal/pre-existing martensite, not deformation-induced TRIP product.",as named/reported,VERIFIED_WORKBOOK,"pp.7,14; Fig.4",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Approx_Stress_MPa,250,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,HCP_fraction_status,PLOT_EVOLUTION_NOT_DIGITIZED,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,TRIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,TWIP_at_observation,0,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Slip_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Mechanism_Event,Nearest SXRD point to γ-FCC yield; TRIP onset,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Evidence_Location,"pp.7,14-15; Figs.4,10",as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TRIP_ONSET,Notes,Do not confuse with engineering yield strength 319 MPa.,as named/reported,VERIFIED_WORKBOOK,"pp.7,14-15; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Approx_Stress_MPa,530,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,HCP_fraction_status,PLOT_EVOLUTION_NOT_DIGITIZED,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,TRIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,TWIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Slip_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,HCP_c_over_a,1.6154,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,HCP_c_over_a_uncertainty,0.0003,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Mechanism_Event,Tensile TWIP activates in ε-HCP; TRIP becomes more prominent,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Evidence_Location,"pp.7,11,15; Figs.4,5,10",as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_TENSILE_TWIP_ONSET,Notes,The paper associates the stable c/a region and peak-intensity splitting with tensile twinning.,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,15; Figs.4,5,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Approx_Stress_MPa,655,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,HCP_fraction_status,PLOT_EVOLUTION_NOT_DIGITIZED,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,TRIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,TWIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Slip_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Mechanism_Event,Compression twinning mode activates in ε-HCP,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Evidence_Location,"pp.7,11,16; Figs.5,6,10",as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_COMPRESSION_TWIP_ONSET,Notes,Tensile and compression twinning modes are both part of the condition-level TWIP-positive evidence.,as named/reported,VERIFIED_WORKBOOK,"pp.7,11,16; Figs.5,6,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Approx_Stress_MPa,950,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,HCP_fraction,0.77,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,HCP_fraction_status,APPROX_DIRECT_TEXT_NEARLY_77_PERCENT,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,TRIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,TWIP_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Slip_at_observation,1,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,FCC_lattice_a_A,3.588,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,HCP_lattice_a_A,2.54,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,HCP_lattice_c_A,4.097,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Mechanism_Event,Final high-strain state / fracture,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Evidence_Location,"pp.7,16; Figs.4,10",as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,P013_OBS_FRACTURE,Notes,HCP fraction rises from ~33% to nearly 77%; do not digitize intermediate phase fractions in this recovery task.,as named/reported,VERIFIED_WORKBOOK,"pp.7,16; Figs.4,10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC bulk phase,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Phase_Young_Modulus,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,170,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,4.0,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,SXRD phase-load-partition analysis,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Phase-level modulus; distinct from reflection-specific elastic modulus.,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP bulk phase,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Phase_Young_Modulus,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,222,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,47.0,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,SXRD phase-load-partition analysis,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Phase-level modulus; distinct from reflection-specific elastic modulus.,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD phase-load-partition analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC bulk phase,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Poisson_ratio,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,0.33,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,0.03,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,SXRD lattice strain analysis,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
