Paper_ID,DOI,Material_Parent_ID,Computational_Condition_ID,Mechanism_Record_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,UTS_PSR_Status,DIRECT_TABLE_1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Paper_Native_TRIP,1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Paper_Native_TWIP,0,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,TWIP_induced_TRIP_Status,Not observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,TRIP_induced_TWIP_Status,Not observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Experimental_Target_Eligibility,NOT_ELIGIBLE_FOR_EXPERIMENTAL_TARGET_POOL,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Mechanism_Scope,Authors-native TRIP/TWIP: reversible BCC↔FCC(HCP/SF) transformation and BCC twinning; not equivalent to the project's experimental FCC→HCP/TWIP target semantics.,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Evidence_Location,Table 1 p.22; Table 2 p.23,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Confidence,High,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1000K_SR1E10,,P017_SIM_A15_1000K_SR1E10,Notes,"SIS-PSR/UTS-PSR are MD stress-regime metrics, not experimental YS/UTS. Native mechanism labels remain computational-domain metadata.",as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Study_Series_ID,P017_SERIES01,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Material_Parent_ID,P017_MAT_AL1p5,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Computational_Condition_ID,P017_SIM_A15_1300K_SR1E10,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Alloy_Label,Al1.5CrCoFeCuNi,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Temperature_K,1300,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Strain_Rate_s-1,10000000000,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Max_Strain,0.4,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Data_Origin,COMPUTATIONAL_MD,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Observation_Role,COMPUTATIONAL_CONDITION,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Independent_Computational_Condition,True,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Independent_Experimental_ML_sample,False,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Leakage_Group_Strict,P017_SERIES01,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Leakage_Group_Material,P017_MAT_AL1p5,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,SIS_PSR_GPa,1.1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,UTS_PSR_GPa,1.4,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,UTS_PSR_Status,DIRECT_TABLE_1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Paper_Native_TRIP,1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Paper_Native_TWIP,0,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,TWIP_induced_TRIP_Status,Not observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,TRIP_induced_TWIP_Status,Not observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Experimental_Target_Eligibility,NOT_ELIGIBLE_FOR_EXPERIMENTAL_TARGET_POOL,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Mechanism_Scope,Authors-native TRIP/TWIP: reversible BCC↔FCC(HCP/SF) transformation and BCC twinning; not equivalent to the project's experimental FCC→HCP/TWIP target semantics.,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Evidence_Location,Table 1 p.22; Table 2 p.23,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Confidence,High,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_1300K_SR1E10,,P017_SIM_A15_1300K_SR1E10,Notes,"SIS-PSR/UTS-PSR are MD stress-regime metrics, not experimental YS/UTS. Native mechanism labels remain computational-domain metadata.",as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Study_Series_ID,P017_SERIES01,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Material_Parent_ID,P017_MAT_AL1p5,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Computational_Condition_ID,P017_SIM_A15_300K_SR1E9,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Alloy_Label,Al1.5CrCoFeCuNi,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Temperature_K,300,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Strain_Rate_s-1,1000000000,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Max_Strain,0.4,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Data_Origin,COMPUTATIONAL_MD,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Observation_Role,COMPUTATIONAL_CONDITION,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Independent_Computational_Condition,True,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Independent_Experimental_ML_sample,False,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Leakage_Group_Strict,P017_SERIES01,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Leakage_Group_Material,P017_MAT_AL1p5,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,SIS_PSR_GPa,2,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,UTS_PSR_GPa,2.6,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,UTS_PSR_Status,DIRECT_TABLE_1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Paper_Native_TRIP,1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Paper_Native_TWIP,1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,TWIP_induced_TRIP_Status,Observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,TWIP_induced_TRIP_Timing,Between SIS-PSR and UTS-PSR,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,TRIP_induced_TWIP_Status,Observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,TRIP_induced_TWIP_Timing,Between SIS-PSR and UTS-PSR,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Experimental_Target_Eligibility,NOT_ELIGIBLE_FOR_EXPERIMENTAL_TARGET_POOL,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Mechanism_Scope,Authors-native TRIP/TWIP: reversible BCC↔FCC(HCP/SF) transformation and BCC twinning; not equivalent to the project's experimental FCC→HCP/TWIP target semantics.,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Evidence_Location,Table 1 p.22; Table 2 p.23,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Confidence,High,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E9,,P017_SIM_A15_300K_SR1E9,Notes,"SIS-PSR/UTS-PSR are MD stress-regime metrics, not experimental YS/UTS. Native mechanism labels remain computational-domain metadata.",as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Study_Series_ID,P017_SERIES01,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Material_Parent_ID,P017_MAT_AL1p5,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Computational_Condition_ID,P017_SIM_A15_300K_SR1E8,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Alloy_Label,Al1.5CrCoFeCuNi,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Temperature_K,300,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Strain_Rate_s-1,100000000,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Max_Strain,0.4,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Data_Origin,COMPUTATIONAL_MD,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Observation_Role,COMPUTATIONAL_CONDITION,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Independent_Computational_Condition,True,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Independent_Experimental_ML_sample,False,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Leakage_Group_Strict,P017_SERIES01,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Leakage_Group_Material,P017_MAT_AL1p5,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,SIS_PSR_GPa,2,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,UTS_PSR_GPa,3,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,UTS_PSR_Status,DIRECT_TABLE_1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Paper_Native_TRIP,1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Paper_Native_TWIP,1,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,TWIP_induced_TRIP_Status,Not observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,TRIP_induced_TWIP_Status,Observed,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,TRIP_induced_TWIP_Timing,Before UTS-PSR,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,P017_MAT_AL1p5,P017_SIM_A15_300K_SR1E8,,P017_SIM_A15_300K_SR1E8,Experimental_Target_Eligibility,NOT_ELIGIBLE_FOR_EXPERIMENTAL_TARGET_POOL,as reported,VERIFIED_WORKBOOK,Table 1 p.22; Table 2 p.23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
