Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Postfracture_Phase_State,FCC matrix + minor HCP ε-martensite after tensile fracture,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Postfracture_HCP_fraction_Status,HCP_DIRECTLY_PRESENT_BUT_NOT_NUMERICALLY_QUANTIFIED,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Fracture_Mode,Mixed ductile dimples + cleavage pattern,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Location,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Notes,"Initial single FCC plus post-fracture HCP gives direct TRIP=1. Deformation twins, including primary/secondary nanotwins, are directly observed, so TWIP=1.",as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,ML_Condition_ID,P015_MC_298K,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Test_T_K,298,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Feature,XRD_postfracture_phase,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Observed_Value,Pure FCC; no secondary phase,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Type,XRD,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Mechanism_Link,TRIP negative,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Quantitative_Status,DIRECT_QUALITATIVE_EXPLICIT_NEGATIVE,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Location,Fig.6a; pp.4-6,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Confidence,High,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Interpretation_Rule,Supports condition-level TRIP=0 because initial and final experimental phase states are both single FCC.,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,ML_Condition_ID,P015_MC_298K,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Test_T_K,298,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Feature,EBSD_postfracture_phase,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Observed_Value,Stable single-phase FCC despite abundant deformation bands,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Type,EBSD phase map,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Mechanism_Link,TRIP negative,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Quantitative_Status,DIRECT_QUALITATIVE_EXPLICIT_NEGATIVE,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Location,Fig.6b2; pp.5-6,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Confidence,High,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Interpretation_Rule,Independent corroboration of no FCC→HCP transformation at 298 K.,as named/reported,EBSD phase map,Fig.6b2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,ML_Condition_ID,P015_MC_298K,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Test_T_K,298,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Feature,Deformation_twins,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Observed_Value,Σ3 twin system activated; fine twin clusters confirmed by TEM/SAED,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Type,EBSD + TEM/SAED,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Mechanism_Link,TWIP positive,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Quantitative_Status,DIRECT,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Location,"Figs.6b3,7d; pp.6-7",as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Confidence,High,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Interpretation_Rule,Direct tensile TWIP evidence.,as named/reported,EBSD + TEM/SAED,"Figs.6b3,7d; pp.6-7",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,ML_Condition_ID,P015_MC_298K,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Test_T_K,298,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Feature,Dislocation_structures,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Observed_Value,"GB pile-ups, deformation bands, dislocation walls",as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Type,TEM,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Mechanism_Link,Slip positive,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Quantitative_Status,DIRECT,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Location,Fig.7a-c; p.7,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Confidence,High,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Interpretation_Rule,Direct dislocation-slip/work-hardening evidence.,as named/reported,TEM,Fig.7a-c; p.7,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_K,77,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Feature,XRD_postfracture_phase,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Observed_Value,Weak HCP peaks appear,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Type,XRD,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Mechanism_Link,TRIP positive,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Quantitative_Status,DIRECT,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Location,Fig.6a; pp.4-6,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Confidence,High,as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Interpretation_Rule,"Initial state was single FCC, so post-fracture HCP is deformation-induced.",as named/reported,XRD,Fig.6a; pp.4-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_K,77,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Feature,EBSD_postfracture_phase,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Observed_Value,Minor fine HCP grains in FCC matrix,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Type,EBSD phase map,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Mechanism_Link,TRIP positive,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Quantitative_Status,DIRECT_QUALITATIVE_NO_EXACT_FRACTION,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Location,Fig.6c2; pp.5-6,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Confidence,High,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Interpretation_Rule,Do not digitize HCP fraction from the phase map.,as named/reported,EBSD phase map,Fig.6c2; pp.5-6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_K,77,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Feature,Deformation_twins,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Observed_Value,Nanotwins + primary/secondary intersecting twins,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Type,TEM/SAED,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Mechanism_Link,TWIP positive,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Quantitative_Status,DIRECT,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Location,Fig.9a-c; pp.7-9,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Confidence,High,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Interpretation_Rule,Direct TWIP evidence at 77 K.,as named/reported,TEM/SAED,Fig.9a-c; pp.7-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_K,77,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Feature,Epsilon_martensite,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Observed_Value,Lath ε-martensite interacting with twins and dense dislocations,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Type,TEM/HR-TEM/SAED/IFFT,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Mechanism_Link,TRIP positive,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Quantitative_Status,DIRECT,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Location,Fig.9d-g; pp.8-9,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Confidence,High,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Interpretation_Rule,Direct nanoscale confirmation of ε-HCP martensite.,as named/reported,TEM/HR-TEM/SAED/IFFT,Fig.9d-g; pp.8-9,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_K,77,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Feature,Local_strain_KAM,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Observed_Value,Higher KAM than 298 K,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Type,EBSD KAM,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Mechanism_Link,Higher local strain/dislocation accumulation,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Quantitative_Status,QUALITATIVE_COMPARATIVE,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Evidence_Location,Fig.6b4-c4; p.6,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Confidence,High,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Interpretation_Rule,Do not invent a numeric KAM mean from color maps.,as named/reported,EBSD KAM,Fig.6b4-c4; p.6,source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,ML_Condition_ID,P015_MC_298K,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,TRIP_Proposed,0,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,TWIP_Proposed,1,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Slip_Proposed,1,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,TRIP_Evidence,Initial specimen is single FCC; after tensile fracture XRD indexes only FCC and EBSD reports stable single-phase FCC with no HCP.,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,TWIP_Evidence,EBSD reports activated <111>60° deformation-twin system and TEM/SAED directly confirms fine deformation twin clusters.,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Slip_Evidence,"TEM directly shows dislocation pile-ups, dislocation walls and deformation bands.",as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Negative_Evidence_Quality,EXPLICIT_INITIAL_TO_FINAL_PHASE_NEGATIVE,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Verification_Status,VERIFIED_JOINT,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Dominant_Mechanism,TWIP-dominant + slip; no TRIP,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Location,"Figs.3,6-8; pp.3-9",as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Notes,This is a high-quality experimental negative TRIP condition and is valuable for class balance.,as named/reported,VERIFIED_WORKBOOK,"Figs.3,6-8; pp.3-9",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,TRIP_Proposed,1,as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,TWIP_Proposed,1,as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Slip_Proposed,1,as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,TRIP_Evidence,Initial specimen is single FCC; post-fracture XRD/EBSD/TEM directly identify HCP ε-martensite.,as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,TWIP_Evidence,"EBSD and TEM directly show deformation twins, twin clusters and primary/secondary twins.",as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Slip_Evidence,Dense dislocations and dislocation/twin/martensite interactions are directly observed.,as named/reported,VERIFIED_WORKBOOK,"Figs.6,9-12; pp.5-12",source-reported,High,VERIFIED
