Paper_ID,DOI,Material_Parent_ID,Processing_State_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,KAM_Status,DIRECT_EBSD_FIGURE_LABEL,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Recrystallized_fraction,0.658,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Recrystallized_Status,DIRECT_GOS_TEXT,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Heterogeneous_Microstructure,True,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Initial_Twin_Origin,NOT_CHARACTERIZED_FOR_TWIN_ORIGIN,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Initial_Twin_Target_Safety,DO_NOT_INFER_TWIP,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Processing_Mechanism_Status,No post-tensile mechanism characterization,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Evidence_Location,Figs.1-2; pp.3-5,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Confidence,High,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,,,Notes,"Preserve the source inconsistency: prose/XRD call A650 single FCC, while the EBSD figure label shows FCC 99.9% / HCP 0.1%. Do not silently coerce either value.",as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Processing_State_ID,P014_PS_A700,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,State_Label,A700,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,State_Type,ANNEALED_HETEROGENEOUS,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Anneal_T_C,700.0,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Initial_Phase_State,Single FCC by XRD/EBSD,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Initial_FCC_fraction,1.0,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Initial_HCP_fraction,0.0,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Phase_Fraction_Status,DIRECT_EBSD_FIGURE_LABEL; text/XRD single FCC,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Average_Grain_Size_um,1.16,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Grain_Size_sd_um,0.6,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Grain_Size_Status,DIRECT_TEXT,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,KAM_mean_deg,0.3,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,KAM_Status,DIRECT_EBSD_FIGURE_LABEL,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Recrystallized_fraction,0.747,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Recrystallized_Status,DIRECT_GOS_TEXT,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Heterogeneous_Microstructure,True,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Initial_Twin_Origin,NOT_CHARACTERIZED_FOR_TWIN_ORIGIN,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Initial_Twin_Target_Safety,DO_NOT_INFER_TWIP,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Processing_Mechanism_Status,No post-tensile mechanism characterization,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Evidence_Location,Figs.1-2; pp.3-5,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Confidence,High,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,,,Notes,Highly recrystallized relative to A600 but still described in the heterogeneous-microstructure series.,as named/reported,VERIFIED_WORKBOOK,Figs.1-2; pp.3-5,DIRECT_EBSD_FIGURE_LABEL,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Study_Series_ID,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Material_Parent_ID,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Processing_State_ID,P014_PS_ASCAST,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,ML_Condition_ID,P014_MC_ASCAST,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,State_Label,As-cast,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Test_T_Raw,Not explicitly specified,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Strain_rate_s-1,0.001,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Initial_FCC_fraction,0.795,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Initial_HCP_fraction,0.205,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Initial_Phase_Status,DIRECT_EBSD_FIGURE_LABEL,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Grain_Size_um,28.03,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Grain_Size_sd_um,5.12,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,KAM_mean_deg,0.04,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Tensile_Replicate_n,3,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,YS_MPa,300,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,YS_pm_MPa,5,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,UTS_MPa,610,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,UTS_pm_MPa,7,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Fracture_Elongation_pct,29,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,FE_pm_pct,2,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Uncertainty_Type,UNKNOWN_REPORTED_PM,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Dominant_Mechanism,No condition-specific post-tensile mechanism study,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Target_Status,TARGETS_UNRESOLVED,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Independent_ML_sample,True,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Leakage_Group_Strict,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Leakage_Group_Material,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Evidence_Location,Table 1; Figs.1-2,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Confidence,High,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_ASCAST,P014_MC_ASCAST,,Notes,Do not infer tensile TRIP/TWIP from the pre-existing as-cast FCC/HCP mixture.,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-2,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Study_Series_ID,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Material_Parent_ID,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Processing_State_ID,P014_PS_CR,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,ML_Condition_ID,P014_MC_CR,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,State_Label,CR,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Test_T_Raw,Not explicitly specified,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Strain_rate_s-1,0.001,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Initial_FCC_fraction,0.739,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Initial_HCP_fraction,0.261,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Initial_Phase_Status,DIRECT_EBSD_FIGURE_LABEL,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Grain_Size_um,0.71,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Grain_Size_sd_um,0.18,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,KAM_mean_deg,0.8,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Tensile_Replicate_n,3,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,YS_MPa,1214,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,YS_pm_MPa,5,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,UTS_MPa,1237,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,UTS_pm_MPa,7,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Fracture_Elongation_pct,13,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,FE_pm_pct,1,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Uncertainty_Type,UNKNOWN_REPORTED_PM,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Dominant_Mechanism,No condition-specific post-tensile mechanism study,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Target_Status,TARGETS_UNRESOLVED,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Independent_ML_sample,True,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Leakage_Group_Strict,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Leakage_Group_Material,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Evidence_Location,Table 1; Figs.1-3,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Confidence,High,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_CR,P014_MC_CR,,Notes,Processing-induced deformation twins/HCP in the CR starting state must not be converted into tensile TWIP/TRIP labels.,as named/reported,TARGETS_UNRESOLVED,Table 1; Figs.1-3,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Study_Series_ID,P014_SERIES01,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Material_Parent_ID,P014_MAT_FE50MN30CO10CR10,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Processing_State_ID,P014_PS_A600,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,ML_Condition_ID,P014_MC_A600,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,State_Label,A600,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Anneal_T_C,600.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Test_T_Raw,Not explicitly specified,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Strain_rate_s-1,0.001,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Initial_FCC_fraction,1.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Initial_HCP_fraction,0.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Initial_Phase_Status,DIRECT_EBSD_FIGURE_LABEL,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Grain_Size_um,0.79,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Grain_Size_sd_um,0.3,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,KAM_mean_deg,0.85,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Recrystallized_fraction,0.102,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Tensile_Replicate_n,3,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,YS_MPa,989,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,YS_pm_MPa,8,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,UTS_MPa,1064,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
