Paper_ID,DOI,ML_Condition_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page_Figure_Section,Extraction_Method,Confidence,Recovery_Status
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Processing_route,,"Vacuum induction cast in Ar; hot forged 1200C; hot rolled 1050→900C, 50% thickness reduction; homogenized 1200C/2h and water quenched.",source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Test_T_Reported,,Room temperature,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Test_T_Status,,ROOM_TEMPERATURE_REPORTED,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Grain_size_um,,216.0,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Grain_size_scope,,overall equiaxed grains,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Grain_size_status,,Average diameter,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Initial_HCP_fraction,,0.0,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Initial_HCP_status,,NO_HCP_IDENTIFIED_BY_EBSD_XRD,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Initial_BCC_alpha_martensite_fraction,,0.0,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Initial_BCC_alpha_martensite_status,,NO_ALPHA_DETECTED_BY_CLOSE_TEM,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Recrystallized_fraction_status,,NOT_NUMERICALLY_REPORTED,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_YS_MPa,,533.0,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_YS_status,,DIRECT_TEXT (p.11: N2.6-HOMO 533 MPa → N2.6-PC 1310 MPa),source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_UTS_status,,SUPPLEMENT_TABLE_S1_PENDING,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Recovered_Uniform_elongation_status,,SUPPLEMENT_TABLE_S1_PENDING,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,Strain_rate_s-1,,0.001,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,SFE_scope,,ALLOY_LEVEL,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,SFE_value_alloy_level_mJ_m2,,26,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,SFE_status,,CURRENT_STUDY_ALLOY_LEVEL,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_HOMO,SFE_source_provenance,,TEM; p. 13; state not specified,source/schema units,VERIFIED_WORKBOOK,"pp. 3,5,7–8,11; Figs. 1,4,5,10","pp. 3,5,7–8,11; Figs. 1,4,5,10",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Study_Series_ID,,P008_SERIES01,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Material_Parent_ID,,P008_MAT_N2p6,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Leakage_Group_Strict,,P008_SERIES01,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Leakage_Group_Material,,P008_MAT_N2p6,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,P008_Source_State,,PC,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Bulk_Composition_at_pct,,Fe45.9Mn30.4Co10.5Cr10.6N2.6,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Composition_Status,,EXACT_BULK_CHEMISTRY_REPORTED,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Processing_route,,"Vacuum induction cast in Ar; hot forged 1200C; hot rolled 1050→900C, 50% thickness reduction; homogenized 1200C/2h and water quenched.",source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Test_T_Reported,,Room temperature,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Test_T_Status,,ROOM_TEMPERATURE_REPORTED,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Grain_size_um,,0.8,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Grain_size_scope,,recrystallized fine-grain population,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Grain_size_status,,Bimodal; 0.8 µm recrystallized grains embedded in deformation matrix with grains of several tens of µm,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Initial_HCP_fraction,,0.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Initial_HCP_status,,NO_HCP_IDENTIFIED_BY_EBSD_XRD,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Initial_BCC_alpha_martensite_fraction,,0.24,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Initial_BCC_alpha_martensite_status,,ESTIMATED_IN_PAPER_FOR_PREDEFORMATION_BCC_ALPHA_MARTENSITE,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Recrystallized_fraction,,0.2,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Recrystallized_fraction_status,,DIRECT_TEXT,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_YS_MPa,,1310.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_YS_status,,DIRECT_TEXT,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_UTS_MPa,,1394.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_UTS_status,,DIRECT_TEXT,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Uniform_elongation_pct,,16.5,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_Uniform_elongation_status,,DIRECT_TEXT,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_TRIP,,0.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovered_TWIP,,1.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Effective_TRIP,0.0,0.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Effective_TWIP,1.0,1.0,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,SFE_scope,,ALLOY_LEVEL,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,SFE_value_alloy_level_mJ_m2,,26,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,SFE_status,,CURRENT_STUDY_ALLOY_LEVEL,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,SFE_source_provenance,,TEM; p. 13; state not specified,source/schema units,VERIFIED_WORKBOOK,"pp. 7–8,13–14; Figs. 6b,8a","pp. 7–8,13–14; Figs. 6b,8a",Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Study_Series_ID,,P008_SERIES01,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Material_Parent_ID,,P008_MAT_N2p6,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Leakage_Group_Strict,,P008_SERIES01,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Leakage_Group_Material,,P008_MAT_N2p6,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,P008_Source_State,,FC,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Bulk_Composition_at_pct,,Fe45.9Mn30.4Co10.5Cr10.6N2.6,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Composition_Status,,EXACT_BULK_CHEMISTRY_REPORTED,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Processing_route,,"Vacuum induction cast in Ar; hot forged 1200C; hot rolled 1050→900C, 50% thickness reduction; homogenized 1200C/2h and water quenched.",source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Test_T_Reported,,Room temperature,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Test_T_Status,,ROOM_TEMPERATURE_REPORTED,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Grain_size_um,,4.5,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Grain_size_scope,,overall equiaxed grains,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Grain_size_status,,Average diameter,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Initial_HCP_fraction,,0.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Initial_HCP_status,,NO_HCP_IDENTIFIED_BY_EBSD_XRD,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Initial_BCC_alpha_martensite_fraction,,0.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Initial_BCC_alpha_martensite_status,,NO_ALPHA_DETECTED_BY_CLOSE_TEM,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Recrystallized_fraction_status,,FULLY_RECRYSTALLIZED_STATE_BY_PROCESS_DEFINITION,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_YS_status,,SUPPLEMENT_TABLE_S1_PENDING,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_UTS_status,,SUPPLEMENT_TABLE_S1_PENDING,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_Uniform_elongation_status,,SUPPLEMENT_TABLE_S1_PENDING,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_TRIP,,0.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Recovered_TWIP,,1.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Effective_TRIP,,0.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Effective_TWIP,,1.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Strain_rate_s-1,,0.001,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Cold_rolling_reduction_pct,,60.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Annealing_T_K,,1173.15,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,Annealing_time_min,,3.0,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,SFE_scope,,ALLOY_LEVEL,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,SFE_value_alloy_level_mJ_m2,,26,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,SFE_status,,CURRENT_STUDY_ALLOY_LEVEL,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_FC,SFE_source_provenance,,TEM; p. 13; state not specified,source/schema units,VERIFIED_WORKBOOK,p. 13; Figs. 1–2; Supplementary B referenced,p. 13; Figs. 1–2; Supplementary B referenced,Verified direct source extraction,High,VERIFIED
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Alpha_lath_thickness,,<50,nm,TEM,p. 7–8; Fig. 7d,p. 7–8; Fig. 7d,Direct text extraction,High,DIRECT_TEXT
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Alpha_lath_spacing,,~100,nm,TEM,p. 7–8; Fig. 7d,p. 7–8; Fig. 7d,Direct text extraction,High,DIRECT_TEXT
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovery_twin_fraction,,0.095,fraction,Fullman volumetric analysis,p. 12,p. 12,Direct text extraction,High,CALCULATED_IN_PAPER
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovery_twin_thickness,,~10,nm,TEM,"pp. 8,12; Fig. 7e","pp. 8,12; Fig. 7e",Direct text extraction,High,DIRECT_TEXT
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovery_twin_spacing_observed,,~115,nm,TEM,p. 8; Fig. 7e,p. 8; Fig. 7e,Direct text extraction,High,DIRECT_TEXT
P008,10.1016/j.ijplas.2021.102965,P008_MC_N2p6_PC,Recovery_twin_spacing_fraction_input_nm,,190,nm,Fullman volumetric analysis,p. 12,p. 12,Direct text extraction,High,CALCULATION_INPUT_IN_PAPER
