Paper_ID,Condition_ID,Field,Old_Value,New_Value,Reason,Correction_Type,Automatic_or_Manual,Source
P013,P013_C02,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C02,Characterization_methods,Image_modalities=In-situ SXRD; EBSD; OM; SEM,In-situ SXRD; EBSD; OM; SEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C03,Row_Type,Data_role=Experimental in-situ strain-resolved,Experimental in-situ strain-resolved,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C03,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C03,Characterization_methods,Image_modalities=In-situ SXRD; EBSD; OM; SEM,In-situ SXRD; EBSD; OM; SEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C04,Row_Type,Data_role=Experimental in-situ strain-resolved,Experimental in-situ strain-resolved,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C04,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C04,Characterization_methods,Image_modalities=In-situ SXRD; EBSD; OM; SEM,In-situ SXRD; EBSD; OM; SEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C05,Row_Type,Data_role=Experimental in-situ strain-resolved,Experimental in-situ strain-resolved,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C05,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C05,Characterization_methods,Image_modalities=In-situ SXRD; EBSD; OM; SEM,In-situ SXRD; EBSD; OM; SEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C01,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C01,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C01,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; microhardness,XRD; SEM; EBSD; TEM; microhardness,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C02,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C02,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C02,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; microhardness,XRD; SEM; EBSD; TEM; microhardness,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C03,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C03,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C03,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; microhardness,XRD; SEM; EBSD; TEM; microhardness,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C04,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C04,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C04,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; microhardness,XRD; SEM; EBSD; TEM; microhardness,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C05,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C05,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P014,P014_C05,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; microhardness,XRD; SEM; EBSD; TEM; microhardness,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P015,P015_C01,Row_Type,Data_role=Experimental + MD-derived SFE,Experimental + MD-derived SFE,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P015,P015_C01,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P015,P015_C01,Characterization_methods,Image_modalities=XRD; SEM/EBSD; TEM/HR-TEM/SAED; MD,XRD; SEM/EBSD; TEM/HR-TEM/SAED; MD,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P015,P015_C02,Row_Type,Data_role=Experimental + MD-derived SFE,Experimental + MD-derived SFE,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P015,P015_C02,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P015,P015_C02,Characterization_methods,Image_modalities=XRD; SEM/EBSD; TEM/HR-TEM/SAED; MD,XRD; SEM/EBSD; TEM/HR-TEM/SAED; MD,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
