Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Processing_State_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Predictor_Eligibility,Provenance_Layer,Source_Table
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Composition_Normalization_Status,NOT_NORMALIZED_SOURCE_NOMINAL_ATPCT_AS_REPORTED,as reported,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Processing_State,D-pass,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Strain_Rate_Status,DIRECT_REPORTED_INITIAL_STRAIN_RATE,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Initial_HCP_Target_Guardrail,PRETEST_HCP_IS_NOT_DEFORMATION_INDUCED_TRIP_EVIDENCE,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,P023_Record_Role,RECOVERED_EXACT_PRIMARY_CONDITION,as reported,HIERARCHY_INTEGRATION,P023 tensile-condition and processing-state sheets,Source-defined condition hierarchy and aggregate replicate scope,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,IDENTITY_GROUPING_OR_AUDIT_CONTROL,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,P023_Target_Status,TARGETS_UNRESOLVED,as reported,CONDITION_LEVEL_TARGET_EVIDENCE,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Direct before/after phase evidence or conservative NA decision,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,P023_Source_Identity_Status,VERIFIED_PDF_AND_SCIENCEDIRECT_DOI_MATCH,as reported,SOURCE_IDENTITY,p.1 and publisher DOI record,Verified PDF and publisher DOI identity,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,IDENTITY_GROUPING_OR_AUDIT_CONTROL,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,P023_Source_Family_Status,NEW_SOURCE_NOT_MERGED_WITH_RELATED_NENE_MISHRA_STUDIES,as reported,SOURCE_IDENTITY,p.1 and publisher DOI record,Verified PDF and publisher DOI identity,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,IDENTITY_GROUPING_OR_AUDIT_CONTROL,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,P023_QC_Status,PENDING_GLOBAL_QC_SCHEMA_SPLIT_REFRESH_AFTER_COLLECTION,as reported,HIERARCHY_INTEGRATION,P023 tensile-condition and processing-state sheets,Source-defined condition hierarchy and aggregate replicate scope,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,IDENTITY_GROUPING_OR_AUDIT_CONTROL,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Al_at%,1.0,at.%,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Local_EDS_AsCast_Composition_at_pct,Fe40.2 Mn19.7 Co20.5 Cr14.4 Si4.6 Al0.7,at.%,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,LOCAL_CHEMISTRY_NOT_BULK_COMPOSITION,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Local_EDS_DPass_Composition_at_pct,Fe39.0 Mn19.8 Co20.0 Cr15.9 Si4.3 Al1.03,at.%,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,LOCAL_CHEMISTRY_NOT_BULK_COMPOSITION,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Local_EDS_Chemistry_Status,LOCAL_EDS_ELEMENTAL_DISTRIBUTION_TABLE_NOT_BULK_CHEMISTRY,as reported,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,LOCAL_CHEMISTRY_NOT_BULK_COMPOSITION,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Vacuum_Level_Raw,~300 um vacuum,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Backfill_Atmosphere,Ar to 1 atm,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Cast_Ingot_Dimensions_mm,300 x 100 x 6,mm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Pass1_Rotation_rpm,350.0,rpm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Pass2_Rotation_rpm,150.0,rpm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Traverse_Speed_mm_min,50.8,mm/min,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Plunge_Depth_mm,3.65,mm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Tilt_deg,2.0,degree,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Backplate,Cu,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,FSP_Shielding,Ar near tool/specimen interface,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,PreTest_Phase_Fraction_SD_pct,3.9,percentage points,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,PreTest_Phase_Fraction_Method,XRD_PLUS_EBSD_REPORTED_SUMMARY,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,PreTest_Phase_Fraction_Status,PRE_TENSILE_PROCESSING_STATE_NOT_POSTTEST_TARGET_EVIDENCE,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Precipitate_State,No annealing precipitate state,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,AsCast_Support_Grain_Size_um,120.0,um,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,AsCast_Support_Grain_Size_SD_um,12.0,um,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,AsCast_Grain_Size_Use_Status,SUPPORTING_AS_CAST_MATERIAL_STATE_NOT_PRIMARY_TENSILE_CONDITION,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Annealed_Grain_Size_Digitization_Status,NOT_APPLICABLE_DPASS_DIRECT_REPORTED,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Al_Content_Curve_Digitization_Status,NOT_DIGITIZED_FIG3H_QUALITATIVE_TREND_ONLY,as reported,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Tensile_Curve_Digitization_Status,NOT_DIGITIZED_DIRECT_TEXT_VALUES_ONLY,as reported,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,True_Tensile_Strength_MPa,UNRESOLVED_NA,MPa,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED_NA_NOT_EXPLICIT_TEXT_NO_CURVE_DIGITIZATION,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,SDI_MPa,UNRESOLVED_NA,MPa,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED_NA_NOT_EXPLICIT_TEXT_NO_CURVE_DIGITIZATION,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,SDI_Predictor_Eligibility,OUTCOME_DERIVED_MECHANICAL_LEAKAGE,as reported,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Mechanical_Stress_Basis_Status,CURVE_ONLY_EXACT_VALUES_NOT_DIGITIZED,as reported,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Mechanical_Value_Approximation_Status,EXACT_DIRECT_TEXT_OR_NOT_RECOVERED,as reported,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,PostTest_FCC_fraction,UNRESOLVED_NA,fraction,DIRECT_POST_TEST_TARGET_EVIDENCE_OR_VERIFIED_NA,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",EBSD phase/IPF/GND evidence kept outside pre-test predictors,High_for_NA_decision,VERIFIED_NA_NO_CONDITION_SPECIFIC_POSTTEST_VALUE_RECOVERED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,POST_TEST_TARGET_EVIDENCE_NOT_PRETEST_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
