Paper_ID,DOI,Paper_Title,Condition_ID,Experiment_Group_ID,Original_Experiment_Group_ID,Row_Type,Alloy_ID,Original_Composition,Composition_basis,Fe_at%,Mn_at%,Co_at%,Cr_at%,Ni_at%,N_at%,C_at%,Mo_at%,Si_at%,Ti_at%,V_at%,Other_elements,Processing_route,Cast_method,Homogenization_T_K,Homogenization_time_h,Hot_rolling_T_K,Hot_rolling_reduction_pct,Cold_rolling_reduction_pct,Annealing_T_K,Annealing_time_min,Cooling_route,Test_T_K,Strain_rate_s-1,Gauge_length_mm,Gauge_width_mm,Specimen_thickness_mm,True_strain,Local_strain,Deformation_stage,Grain_size_um,Grain_size_SD_um,Initial_FCC_fraction,Initial_HCP_fraction,Initial_twin_boundary_status,SFE_mJ_m2,SFE_error_mJ_m2,SFE_method,DeltaG_FCC_HCP_J_mol,DeltaG_method,Elastic_modulus_GPa,Shear_modulus_GPa,Poisson_ratio,Lattice_parameter_nm,Atomic_size_misfit_pct,CSRO_present,TRIP,TWIP,Slip,Stacking_faulting,HCP_to_FCC_reversion,Dominant_mechanism,HCP_fraction_at_condition,Twin_fraction_or_Sigma3,Twin_thickness_nm,HCP_lath_or_lamella_note,YS_MPa,YS_error_MPa,UTS_MPa,UTS_error_MPa,Elongation_pct,Elongation_error_pct,Uniform_elongation_pct,Critical_twin_stress_MPa,Critical_TRIP_stress_MPa,Twin_onset_true_strain,TRIP_onset_true_strain,Adiabatic_temperature_K,SFE_increase_dynamic_mJ_m2,Evidence_TRIP,Evidence_TWIP,Characterization_methods,Image_usable_for_descriptors,Source_location,Label_confidence,Notes,Unmapped_Fields,Source_File,Source_Sheet,Schema_Mapping_Review,QC_Status,Requires_Manual_Review,Row_Role,Target_Review_Status,Schema_Review_Status,Parent_Experiment_ID,ML_Condition_ID,Observation_ID,Data_Origin,Observation_Role,Deformation_Stage_ID,Grouping_Review_Required,Grouping_Confidence,Grouping_Reason,Recovered_Grain_size_um,Recovered_ISFE_DFT_0K_mJ_m2,Recovered_DeltaG_FCC_HCP_300K_J_mol,Recovered_YS_MPa,Recovered_UTS_MPa,Recovered_Elongation_pct,Recovered_Uniform_elongation_pct,Recovered_Initial_FCC_fraction,Recovered_Initial_HCP_fraction,Recovered_TRIP,Recovered_TWIP,Recovered_Recrystallized_fraction,Recovered_SFE_assumed_for_calculation_mJ_m2,Recovery_Provenance_JSON,Target_Correction_TRIP,Target_Correction_TWIP,Resolution_Provenance_JSON,Effective_TRIP,Effective_TWIP
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C06,P004_G01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46.0,35.5,9.0,9.0,0.0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673.0,0.001,25.0,,1.0,,,fracture/final,690.0,,1.0,0.0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1.0,1.0,1,1.0,1,HCP fraction rises again at final strain; new martensite variants mostly from grain boundaries,,,,final strain level; exact strain not specified in extraction,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P004_PE01,P004_MC01,OBS026,EXPERIMENTAL,REPEATED_STAGE,P004_MC01_DS06,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,1.0
P005,10.1016/j.actamat.2022.118049,Potential TRIP/TWIP coupled effects in equiatomic CrCoNi medium-entropy alloy,P005_C01,P005_G01,P005_G01,Interrupted strain microstructure,CrCoNi_equiatomic,Measured Cr33.9Co32.0Ni33.7 with trace Fe0.22Mn0.09Si0.06 at.%,at.%,0.22,0.09,32.0,33.9,33.7,,,,0.06,,,trace Fe/Mn/Si,Vacuum induction melting; hot rolled 1273K to 5 mm; cold rolled to 1 mm (>80% total deformation); annealed 1073K/1h,Vacuum induction melting,,,1273.0,,80.0,1073.0,60.0,,298.0,,30.0,6.0,1.0,0.02,,interrupted tensile,3.5,,1.0,0.0,fully recrystallized FCC/MEA with annealing twins,24.0,3.0,TEM/WBDF partial-dislocation separation,,,,87.0,0.3,,,,0.0,0.0,1,1.0,0,Planar dislocation slip; increased dislocation density; pile-ups at grain boundaries,,,,HCP/twins not yet observed,,,,,,,,,,,,,,,Atomic-resolution HAADF-STEM identifies HCP lamellae from ε≈0.1,TEM/SAED and HAADF-STEM identify three-layer twin embryos and numerous twins by ε≈0.2,SEM; BF-TEM; WBDF-TEM; HAADF-STEM; SAED; tensile curve,Yes,Figs. 1-10; SFE section; Experimental procedure,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P005_PE01,P005_MC01,OBS027,EXPERIMENTAL,REPEATED_STAGE,P005_MC01_DS01,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,0.0,0.0
P005,10.1016/j.actamat.2022.118049,Potential TRIP/TWIP coupled effects in equiatomic CrCoNi medium-entropy alloy,P005_C02,P005_G01,P005_G01,Interrupted strain microstructure,CrCoNi_equiatomic,Measured Cr33.9Co32.0Ni33.7 with trace Fe0.22Mn0.09Si0.06 at.%,at.%,0.22,0.09,32.0,33.9,33.7,,,,0.06,,,trace Fe/Mn/Si,Vacuum induction melting; hot rolled 1273K to 5 mm; cold rolled to 1 mm (>80% total deformation); annealed 1073K/1h,Vacuum induction melting,,,1273.0,,80.0,1073.0,60.0,,298.0,,30.0,6.0,1.0,0.1,,interrupted tensile,3.5,,1.0,0.0,fully recrystallized FCC/MEA with annealing twins,24.0,3.0,TEM/WBDF partial-dislocation separation,,,,87.0,0.3,,,,1.0,1.0,1,1.0,0,High density stacking faults; extrinsic/intrinsic fault pairs; 3-layer twin embryos; 4/6/8-layer HCP lamellae,,,,HCP laths account for ~10% of planar defects including twins and HCP phase,,,,,,,,,,,,,,,Atomic-resolution HAADF-STEM identifies HCP lamellae from ε≈0.1,TEM/SAED and HAADF-STEM identify three-layer twin embryos and numerous twins by ε≈0.2,SEM; BF-TEM; WBDF-TEM; HAADF-STEM; SAED; tensile curve,Yes,Figs. 1-10; SFE section; Experimental procedure,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P005_PE01,P005_MC01,OBS028,EXPERIMENTAL,REPEATED_STAGE,P005_MC01_DS02,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,1.0
P005,10.1016/j.actamat.2022.118049,Potential TRIP/TWIP coupled effects in equiatomic CrCoNi medium-entropy alloy,P005_C03,P005_G01,P005_G01,Interrupted strain microstructure,CrCoNi_equiatomic,Measured Cr33.9Co32.0Ni33.7 with trace Fe0.22Mn0.09Si0.06 at.%,at.%,0.22,0.09,32.0,33.9,33.7,,,,0.06,,,trace Fe/Mn/Si,Vacuum induction melting; hot rolled 1273K to 5 mm; cold rolled to 1 mm (>80% total deformation); annealed 1073K/1h,Vacuum induction melting,,,1273.0,,80.0,1073.0,60.0,,298.0,,30.0,6.0,1.0,0.2,,interrupted tensile,3.5,,1.0,0.0,fully recrystallized FCC/MEA with annealing twins,24.0,3.0,TEM/WBDF partial-dislocation separation,,,,87.0,0.3,,,,1.0,1.0,1,1.0,0,Numerous thin deformation twins; multiple twin systems in grains; HCP-twin overlap observed,,,5.4,average twin thickness ~5.4 ± 3 nm,,,,,,,,,,,,,,,Atomic-resolution HAADF-STEM identifies HCP lamellae from ε≈0.1,TEM/SAED and HAADF-STEM identify three-layer twin embryos and numerous twins by ε≈0.2,SEM; BF-TEM; WBDF-TEM; HAADF-STEM; SAED; tensile curve,Yes,Figs. 1-10; SFE section; Experimental procedure,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P005_PE01,P005_MC01,OBS029,EXPERIMENTAL,REPEATED_STAGE,P005_MC01_DS03,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,1.0
P006,10.1016/j.scriptamat.2019.02.018,,P006_C01,P006_G01,P006_G01,Experimental + DFT/CALPHAD,CoCrMnNiFe_series,,at.%,20.0,20.0,20.0,20.0,20.0,,,,,,,,Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min,,1473.0,5.0,,,40.0,1273.0,6.0,,298.0,0.00015,,,,,,final tensile,,,1.0,0.0,,,,,87.0,Thermo-Calc at 300 K,,,,,,,,,1,,0,Reference equiatomic alloy; label not forced,,,,,,,,,,,,,,,,,,XRD/EBSD; TRIP explicitly identified for Ni15Fe10,EBSD; TWIP explicitly identified for Ni15Fe15,SEM/EBSD; XRD,Yes,Figs. 1-3; abstract/conclusions,Medium,0 K DFT ISFE is kept separate from finite-temperature experimental SFE. | 0 K DFT ISFE and finite-temperature thermodynamic ΔG retained separately.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""ISFE_DFT_0K_mJ_m2"": ""-72""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,HYBRID_EXPERIMENTAL_COMPUTATIONAL,REVIEW_REQUIRED,SOURCE_HAS_UNMAPPED_FIELDS,P006_PE01,P006_MC01,OBS030,HYBRID,INDEPENDENT_CONDITION,,1,LOW,Specimen identity and condition-to-test-series linkage are absent from the extraction; verify them in the paper.,19.8,-72.0,87.0,199.0,565.0,74.0,,,,0.0,,,,"[{""feature"": ""Grain_size_um"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 2a""}, {""feature"": ""ISFE_DFT_0K_mJ_m2"", ""status"": ""VERIFIED_METHOD_SPECIFIC"", ""page"": ""2"", ""figure"": ""Fig. 1c""}, {""feature"": ""DeltaG_FCC_HCP_300K_J_mol"", ""status"": ""VERIFIED_METHOD_SPECIFIC"", ""page"": ""3"", ""figure"": ""Fig. 1d""}, {""feature"": ""YS_MPa"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""UTS_MPa"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""Elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""TRIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""3"", ""figure"": ""Fig. 4b""}]",,,,0.0,
P006,10.1016/j.scriptamat.2019.02.018,,P006_C02,P006_G01,P006_G01,Experimental + DFT/CALPHAD,CoCrMnNiFe_series,,at.%,15.0,15.0,35.0,20.0,15.0,,,,,,,,Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min,,1473.0,5.0,,,40.0,1273.0,6.0,,298.0,0.00015,,,,,,final tensile,,,1.0,0.0,,,,,-34.0,Thermo-Calc at 300 K,,,,,,,0.0,1.0,1,,0,TWIP-dominant,,,,,,,,,,,,,,,,,,XRD/EBSD; TRIP explicitly identified for Ni15Fe10,EBSD; TWIP explicitly identified for Ni15Fe15,SEM/EBSD; XRD,Yes,Figs. 1-3; abstract/conclusions,High,0 K DFT ISFE is kept separate from finite-temperature experimental SFE. | 0 K DFT ISFE and finite-temperature thermodynamic ΔG retained separately.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""ISFE_DFT_0K_mJ_m2"": ""-75""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P006_PE02,P006_MC02,OBS031,HYBRID,INDEPENDENT_CONDITION,,1,LOW,Specimen identity and condition-to-test-series linkage are absent from the extraction; verify them in the paper.,16.3,-75.0,-34.0,231.0,688.0,96.0,,,,0.0,1.0,,,"[{""feature"": ""Grain_size_um"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 2b""}, {""feature"": ""ISFE_DFT_0K_mJ_m2"", ""status"": ""VERIFIED_METHOD_SPECIFIC"", ""page"": ""2"", ""figure"": ""Fig. 1c""}, {""feature"": ""DeltaG_FCC_HCP_300K_J_mol"", ""status"": ""VERIFIED_METHOD_SPECIFIC"", ""page"": ""3"", ""figure"": ""Fig. 1d""}, {""feature"": ""YS_MPa"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""UTS_MPa"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""Elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""TRIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""3"", ""figure"": ""Fig. 4b""}, {""feature"": ""TWIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""3"", ""figure"": ""Fig. 4c""}]",,,,0.0,1.0
P006,10.1016/j.scriptamat.2019.02.018,,P006_C03,P006_G01,P006_G01,Experimental + DFT/CALPHAD,CoCrMnNiFe_series,,at.%,10.0,15.0,35.0,25.0,15.0,,,,,,,,Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min,,1473.0,5.0,,,40.0,1273.0,6.0,,298.0,0.00015,,,,,,final tensile,,,1.0,0.0,,,,,-276.0,Thermo-Calc at 300 K,,,,,,,1.0,0.0,1,,0,TRIP-dominant,,,,,,,,,,,,,,,,,,XRD/EBSD; TRIP explicitly identified for Ni15Fe10,EBSD; TWIP explicitly identified for Ni15Fe15,SEM/EBSD; XRD,Yes,Figs. 1-3; abstract/conclusions,High,0 K DFT ISFE is kept separate from finite-temperature experimental SFE. | 0 K DFT ISFE and finite-temperature thermodynamic ΔG retained separately.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""ISFE_DFT_0K_mJ_m2"": ""-87""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P006_PE03,P006_MC03,OBS032,HYBRID,INDEPENDENT_CONDITION,,1,LOW,Specimen identity and condition-to-test-series linkage are absent from the extraction; verify them in the paper.,11.2,-87.0,-276.0,305.0,806.0,76.0,,,,1.0,,,,"[{""feature"": ""Grain_size_um"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 2c""}, {""feature"": ""ISFE_DFT_0K_mJ_m2"", ""status"": ""VERIFIED_METHOD_SPECIFIC"", ""page"": ""2"", ""figure"": ""Fig. 1c""}, {""feature"": ""DeltaG_FCC_HCP_300K_J_mol"", ""status"": ""VERIFIED_METHOD_SPECIFIC"", ""page"": ""3"", ""figure"": ""Fig. 1d""}, {""feature"": ""YS_MPa"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""UTS_MPa"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""Elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""3"", ""figure"": ""Fig. 3""}, {""feature"": ""TRIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""3"", ""figure"": ""Fig. 4b,d,e""}]",,INVALIDATE_TO_NA,,1.0,
P007,10.1016/j.actamat.2022.117974,,P007_C01,P007_G01,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.88,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473.0,2.0,,,50.0,873.0,60.0,,298.0,0.001,,,,,,final tensile,1.4,,1.0,,,,,,,,,,,,,,1.0,1.0,1,,0,Dislocation slip + TWIP + TRIP,,,,,916.0,,1103.0,,33.0,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",High,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,EXPERIMENTAL_INDEPENDENT,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P007_PE01,P007_MC01,OBS033,EXPERIMENTAL,INDEPENDENT_CONDITION,,1,LOW,Specimen identity and condition-to-test-series linkage are absent from the extraction; verify them in the paper.,,,,916.0,1103.0,33.0,25.0,1.0,0.0,1.0,1.0,,,"[{""feature"": ""YS_MPa"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""UTS_MPa"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Uniform_elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Initial_FCC_fraction"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Initial_HCP_fraction"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""TRIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""TWIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}]",,,,1.0,1.0
P007,10.1016/j.actamat.2022.117974,,P007_C02,P007_G01,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.88,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473.0,2.0,,,50.0,873.0,120.0,,298.0,0.001,,,,,,final tensile,1.4,,1.0,,,,,,,,,,,,,,1.0,1.0,1,,0,Dislocation slip + TWIP + TRIP,,,,,822.0,,1079.0,,42.0,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",High,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,EXPERIMENTAL_INDEPENDENT,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P007_PE02,P007_MC02,OBS034,EXPERIMENTAL,INDEPENDENT_CONDITION,,1,LOW,Specimen identity and condition-to-test-series linkage are absent from the extraction; verify them in the paper.,,,,822.0,1079.0,42.0,33.0,1.0,0.0,1.0,1.0,,,"[{""feature"": ""YS_MPa"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""UTS_MPa"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Uniform_elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Initial_FCC_fraction"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""Initial_HCP_fraction"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""TRIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}, {""feature"": ""TWIP"", ""status"": ""VERIFIED_TARGET_EVIDENCE"", ""page"": ""pp. 2,4–7,12; Figs. 1,3,5,6,9; Table 3"", ""figure"": """"}]",,,,1.0,1.0
P007,10.1016/j.actamat.2022.117974,,P007_C03,P007_G01,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.88,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473.0,2.0,,,50.0,873.0,300.0,,298.0,0.001,,,,,,final tensile,1.4,,1.0,,,,,,,,,,,,,,,,1,,,Mechanism transition; exact class to verify,,,,,735.0,,1038.0,,43.0,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",Medium,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,SOURCE_HAS_UNMAPPED_FIELDS,P007_PE03,P007_MC03,OBS035,EXPERIMENTAL,INDEPENDENT_CONDITION,,1,LOW,Specimen identity and condition-to-test-series linkage are absent from the extraction; verify them in the paper.,,,,735.0,1038.0,43.0,36.0,1.0,0.0,,,,,"[{""feature"": ""YS_MPa"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–6,9,12; Figs. 1,3,5,9; Table 3"", ""figure"": """"}, {""feature"": ""UTS_MPa"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–6,9,12; Figs. 1,3,5,9; Table 3"", ""figure"": """"}, {""feature"": ""Uniform_elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–6,9,12; Figs. 1,3,5,9; Table 3"", ""figure"": """"}, {""feature"": ""Elongation_pct"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–6,9,12; Figs. 1,3,5,9; Table 3"", ""figure"": """"}, {""feature"": ""Initial_FCC_fraction"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–6,9,12; Figs. 1,3,5,9; Table 3"", ""figure"": """"}, {""feature"": ""Initial_HCP_fraction"", ""status"": ""VERIFIED"", ""page"": ""pp. 2,4–6,9,12; Figs. 1,3,5,9; Table 3"", ""figure"": """"}]",,,,,
