Paper_ID,DOI,Paper_Title,Condition_ID,Experiment_Group_ID,Row_Type,Alloy_ID,Original_Composition,Composition_basis,Fe_at%,Mn_at%,Co_at%,Cr_at%,Ni_at%,N_at%,C_at%,Mo_at%,Si_at%,Ti_at%,V_at%,Other_elements,Processing_route,Cast_method,Homogenization_T_K,Homogenization_time_h,Hot_rolling_T_K,Hot_rolling_reduction_pct,Cold_rolling_reduction_pct,Annealing_T_K,Annealing_time_min,Cooling_route,Test_T_K,Strain_rate_s-1,Gauge_length_mm,Gauge_width_mm,Specimen_thickness_mm,True_strain,Local_strain,Deformation_stage,Grain_size_um,Grain_size_SD_um,Initial_FCC_fraction,Initial_HCP_fraction,Initial_twin_boundary_status,SFE_mJ_m2,SFE_error_mJ_m2,SFE_method,DeltaG_FCC_HCP_J_mol,DeltaG_method,Elastic_modulus_GPa,Shear_modulus_GPa,Poisson_ratio,Lattice_parameter_nm,Atomic_size_misfit_pct,CSRO_present,TRIP,TWIP,Slip,Stacking_faulting,HCP_to_FCC_reversion,Dominant_mechanism,HCP_fraction_at_condition,Twin_fraction_or_Sigma3,Twin_thickness_nm,HCP_lath_or_lamella_note,YS_MPa,YS_error_MPa,UTS_MPa,UTS_error_MPa,Elongation_pct,Elongation_error_pct,Uniform_elongation_pct,Critical_twin_stress_MPa,Critical_TRIP_stress_MPa,Twin_onset_true_strain,TRIP_onset_true_strain,Adiabatic_temperature_K,SFE_increase_dynamic_mJ_m2,Evidence_TRIP,Evidence_TWIP,Characterization_methods,Image_usable_for_descriptors,Source_location,Label_confidence,Notes,Unmapped_Fields,Source_File,Source_Sheet,Schema_Mapping_Review,log10_strain_rate
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46,35.5,9,9,0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673,0.001,25,,1,0.08,,Stage I,690,,1,0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1,0,1,1,0,planar slip + early TRIP; HCP forms,0.22,,,HCP increased to ~22% by end of Stage I,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C02,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46,35.5,9,9,0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673,0.001,25,,1,0.11,,Stage II,690,,1,0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1,0,1,1,0,TRIP; HCP lath thickening; first WHR peak,0.37,,,HCP rises to ~37% by completion of Stage II,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C03,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46,35.5,9,9,0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673,0.001,25,,1,0.18,,Stage III,690,,1,0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1,1,1,1,1,TWIP initiation in untransformed FCC + partial HCP→FCC reversion,,,,moderate HCP reduction; twinning confirmed by Σ3 boundaries,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C04,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46,35.5,9,9,0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673,0.001,25,,1,0.26,,Stage IV,690,,1,0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1,1,1,1,1,twin-twin interaction + grain fragmentation + partial reversion,,,,second WHR peak despite continued decrease in HCP fraction,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C05,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46,35.5,9,9,0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673,0.001,25,,1,0.3,,Stage V,690,,1,0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1,1,1,1,1,TRIP + TWIP + reversion; HCP laths partially thicken but overall fraction decreases,,,,EBSD phase map at ε~0.30,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C06,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46,35.5,9,9,0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673,0.001,25,,1,,,fracture/final,690,,1,0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1,1,1,1,1,HCP fraction rises again at final strain; new martensite variants mostly from grain boundaries,,,,final strain level; exact strain not specified in extraction,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P005,10.1016/j.actamat.2022.118049,Potential TRIP/TWIP coupled effects in equiatomic CrCoNi medium-entropy alloy,P005_C01,P005_G01,Interrupted strain microstructure,CrCoNi_equiatomic,Measured Cr33.9Co32.0Ni33.7 with trace Fe0.22Mn0.09Si0.06 at.%,at.%,0.22,0.09,32,33.9,33.7,,,,0.06,,,trace Fe/Mn/Si,Vacuum induction melting; hot rolled 1273K to 5 mm; cold rolled to 1 mm (>80% total deformation); annealed 1073K/1h,Vacuum induction melting,,,1273,,80,1073,60,,298,,30,6,1,0.02,,interrupted tensile,3.5,,1,0,fully recrystallized FCC/MEA with annealing twins,24,3,TEM/WBDF partial-dislocation separation,,,,87,0.3,,,,0,0,1,1,0,Planar dislocation slip; increased dislocation density; pile-ups at grain boundaries,,,,HCP/twins not yet observed,,,,,,,,,,,,,,,Atomic-resolution HAADF-STEM identifies HCP lamellae from ε≈0.1,TEM/SAED and HAADF-STEM identify three-layer twin embryos and numerous twins by ε≈0.2,SEM; BF-TEM; WBDF-TEM; HAADF-STEM; SAED; tensile curve,Yes,Figs. 1-10; SFE section; Experimental procedure,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,
P005,10.1016/j.actamat.2022.118049,Potential TRIP/TWIP coupled effects in equiatomic CrCoNi medium-entropy alloy,P005_C02,P005_G01,Interrupted strain microstructure,CrCoNi_equiatomic,Measured Cr33.9Co32.0Ni33.7 with trace Fe0.22Mn0.09Si0.06 at.%,at.%,0.22,0.09,32,33.9,33.7,,,,0.06,,,trace Fe/Mn/Si,Vacuum induction melting; hot rolled 1273K to 5 mm; cold rolled to 1 mm (>80% total deformation); annealed 1073K/1h,Vacuum induction melting,,,1273,,80,1073,60,,298,,30,6,1,0.1,,interrupted tensile,3.5,,1,0,fully recrystallized FCC/MEA with annealing twins,24,3,TEM/WBDF partial-dislocation separation,,,,87,0.3,,,,1,1,1,1,0,High density stacking faults; extrinsic/intrinsic fault pairs; 3-layer twin embryos; 4/6/8-layer HCP lamellae,,,,HCP laths account for ~10% of planar defects including twins and HCP phase,,,,,,,,,,,,,,,Atomic-resolution HAADF-STEM identifies HCP lamellae from ε≈0.1,TEM/SAED and HAADF-STEM identify three-layer twin embryos and numerous twins by ε≈0.2,SEM; BF-TEM; WBDF-TEM; HAADF-STEM; SAED; tensile curve,Yes,Figs. 1-10; SFE section; Experimental procedure,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,
P005,10.1016/j.actamat.2022.118049,Potential TRIP/TWIP coupled effects in equiatomic CrCoNi medium-entropy alloy,P005_C03,P005_G01,Interrupted strain microstructure,CrCoNi_equiatomic,Measured Cr33.9Co32.0Ni33.7 with trace Fe0.22Mn0.09Si0.06 at.%,at.%,0.22,0.09,32,33.9,33.7,,,,0.06,,,trace Fe/Mn/Si,Vacuum induction melting; hot rolled 1273K to 5 mm; cold rolled to 1 mm (>80% total deformation); annealed 1073K/1h,Vacuum induction melting,,,1273,,80,1073,60,,298,,30,6,1,0.2,,interrupted tensile,3.5,,1,0,fully recrystallized FCC/MEA with annealing twins,24,3,TEM/WBDF partial-dislocation separation,,,,87,0.3,,,,1,1,1,1,0,Numerous thin deformation twins; multiple twin systems in grains; HCP-twin overlap observed,,,5.4,average twin thickness ~5.4 ± 3 nm,,,,,,,,,,,,,,,Atomic-resolution HAADF-STEM identifies HCP lamellae from ε≈0.1,TEM/SAED and HAADF-STEM identify three-layer twin embryos and numerous twins by ε≈0.2,SEM; BF-TEM; WBDF-TEM; HAADF-STEM; SAED; tensile curve,Yes,Figs. 1-10; SFE section; Experimental procedure,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,
P006,10.1016/j.scriptamat.2019.02.018,,P006_C01,P006_G01,Experimental + DFT/CALPHAD,CoCrMnNiFe_series,,at.%,20,20,20,20,20,,,,,,,,Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min,,1473,5,,,40,1273,6,,298,0.00015,,,,,,final tensile,,,1,0,,,,,87,Thermo-Calc at 300 K,,,,,,,,,1,,0,Reference equiatomic alloy; label not forced,,,,,,,,,,,,,,,,,,XRD/EBSD; TRIP explicitly identified for Ni15Fe10,EBSD; TWIP explicitly identified for Ni15Fe15,SEM/EBSD; XRD,Yes,Figs. 1-3; abstract/conclusions,Medium,0 K DFT ISFE is kept separate from finite-temperature experimental SFE. | 0 K DFT ISFE and finite-temperature thermodynamic ΔG retained separately.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""ISFE_DFT_0K_mJ_m2"": ""-72""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.8239087409443187
P006,10.1016/j.scriptamat.2019.02.018,,P006_C02,P006_G01,Experimental + DFT/CALPHAD,CoCrMnNiFe_series,,at.%,15,15,35,20,15,,,,,,,,Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min,,1473,5,,,40,1273,6,,298,0.00015,,,,,,final tensile,,,1,0,,,,,-34,Thermo-Calc at 300 K,,,,,,,0,1,1,,0,TWIP-dominant,,,,,,,,,,,,,,,,,,XRD/EBSD; TRIP explicitly identified for Ni15Fe10,EBSD; TWIP explicitly identified for Ni15Fe15,SEM/EBSD; XRD,Yes,Figs. 1-3; abstract/conclusions,High,0 K DFT ISFE is kept separate from finite-temperature experimental SFE. | 0 K DFT ISFE and finite-temperature thermodynamic ΔG retained separately.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""ISFE_DFT_0K_mJ_m2"": ""-75""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.8239087409443187
P006,10.1016/j.scriptamat.2019.02.018,,P006_C03,P006_G01,Experimental + DFT/CALPHAD,CoCrMnNiFe_series,,at.%,10,15,35,25,15,,,,,,,,Arc melt; homogenize 1473K/5h; forge 50%; age 1273K/10min; roll 40%; age 1273K/6min,,1473,5,,,40,1273,6,,298,0.00015,,,,,,final tensile,,,1,0,,,,,-276,Thermo-Calc at 300 K,,,,,,,1,0,1,,0,TRIP-dominant,,,,,,,,,,,,,,,,,,XRD/EBSD; TRIP explicitly identified for Ni15Fe10,EBSD; TWIP explicitly identified for Ni15Fe15,SEM/EBSD; XRD,Yes,Figs. 1-3; abstract/conclusions,High,0 K DFT ISFE is kept separate from finite-temperature experimental SFE. | 0 K DFT ISFE and finite-temperature thermodynamic ΔG retained separately.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""ISFE_DFT_0K_mJ_m2"": ""-87""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.8239087409443187
P007,10.1016/j.actamat.2022.117974,,P007_C01,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.880000000000001,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473,2,,,50,873,60,,298,0.001,,,,,,final tensile,1.4,,1,,,,,,,,,,,,,,1,1,1,,0,Dislocation slip + TWIP + TRIP,,,,,916,,1103,,33,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",High,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P007,10.1016/j.actamat.2022.117974,,P007_C02,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.880000000000001,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473,2,,,50,873,120,,298,0.001,,,,,,final tensile,1.4,,1,,,,,,,,,,,,,,1,1,1,,0,Dislocation slip + TWIP + TRIP,,,,,822,,1079,,42,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",High,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P007,10.1016/j.actamat.2022.117974,,P007_C03,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.880000000000001,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473,2,,,50,873,300,,298,0.001,,,,,,final tensile,1.4,,1,,,,,,,,,,,,,,,,1,,,Mechanism transition; exact class to verify,,,,,735,,1038,,43,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",Medium,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P007,10.1016/j.actamat.2022.117974,,P007_C04,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.880000000000001,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473,2,,,50,873,600,,298,0.001,,,,,,final tensile,1.4,,1,,,,,,,,,,,,,,1,,1,,1,Multi-variant ε + reverse transformation + sequential transformation,,,,,699,,1041,,45,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",High,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P007,10.1016/j.actamat.2022.117974,,P007_C05,P007_G01,Experimental,Fe49.5Mn30Co10Cr10C0.2Ti0.1V0.1Mo0.1,,at.%,49.78,29.86,9.880000000000001,9.91,,,0.23,0.12,,0.12,0.11,,VIM; homogenize 1200C/2h; hot roll; cold roll 50%; anneal 600C,,1473,2,,,50,873,4320,,298,0.001,,,,,,final tensile,1.4,,1,,,,,,,,,,,,,,1,,1,,1,Multi-variant ε + reverse transformation + sequential transformation,,,,,689,,1077,,37,,,,,,,,,TEM/XRD evidence for deformation-induced ε and reverse transformation,TEM deformation twins for short annealing times,XRD; BSE; EBSD/GOS/KAM; TEM; STEM-EDS,Yes,"Table 3; Figs. 3,5-10; conclusions",High,"Average grain size ~1.3–1.5 µm across series. Initial ε ~0.8% at 10 h and ~2.2% at 72 h. | Hierarchical precipitates; longer annealing activates multi-variant ε, ε→γ reversion and sequential γ→ε→γ→ε transformation.","{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Precipitate_types"": ""σ phase; Cr-rich MC-type carbides; nanoscale (Ti,V,Mo)C""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P008,10.1016/j.ijplas.2021.102965,,P008_C01,P008_G01,Experimental,Fe49.6Mn30.0Co10.0Cr10.4,,at.%,49.6,30,10,10.4,,,,,,,,,Base alloy reference; thermomechanically processed,,1473,2,,,60,,,,298,0.001,,,,,,final tensile,,,,,,,,,,,,,,,,,1,,1,,,Martensitic-transformation-dominant base alloy,,,,,210,,,,,,,,,,,,,Paper states base alloy dominated by martensitic transformation,Not assigned until condition-specific twin evidence is extracted,SEM; EBSD; TEM; XRD,Yes,Abstract + methods + mechanism comparison,Medium,YS ~210 MPa inferred from statement that N2.6 raises YS from 210 to 1310 MPa. | Heavy N doping changes dominant deformation from martensitic transformation to twinning.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P008,10.1016/j.ijplas.2021.102965,,P008_C02,P008_G02,Experimental,Fe45.9Mn30.4Co10.5Cr10.6N2.6,,at.%,45.9,30.4,10.5,10.6,,2.6,,,,,,,High-N alloy; thermomechanical processing producing multi-heterostructure,,1473,2,,,60,1023,3,,298,0.001,,,,,,final tensile,,,,,,,,,,,,,,,,,0,1,1,,,Twinning-dominant; martensitic transformation suppressed,,,,,1310,,,,16.5,,16.5,,,,,,,Paper explicitly states dominant mechanism changes away from martensitic transformation,TEM/EBSD evidence; twinning becomes dominant,SEM; EBSD; TEM; APT,Yes,Abstract; methods; deformation microstructure section,High,Contains pre-existing α-martensite laths; do not confuse initial α with deformation-induced TRIP. | Heavy N doping changes dominant deformation from martensitic transformation to twinning.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""HDI_strengthening_MPa"": ""750"", ""Initial_alpha_martensite_area_fraction"": ""0.24""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P010,10.1103/PhysRevMaterials.4.033601,,P010_C01,P010_G01,Experimental + DFT/magnetism,Cr20Mn24Fe30Co20Ni6,,at.%,30,24,20,20,6,,,,,,,,Synthesized after ab-initio compositional screening; tensile + magnetic/microstructure characterization,,,,,,,,,,298,0.001,,,,0.2,,local strain ~20% mechanism characterization,,,,,,,,,,,,,,,,,1,1,1,,,TRIP with twin-like planar defects / mixed low-SFE deformation,,,,,,,,,,,,,,,,,,XRD/EBSD/TEM phase evidence and alloy-level mechanism assignment,TEM/EBSD/ECCI local-strain mechanism evidence; alloy-level comparison,XRD; EBSD; ECCI; TEM; magnetic measurements,Yes,Abstract; Figs. 1-5; Summary and Conclusions,Medium,Dual FCC+HCP initially; TEM at ~20% local strain confirms FCC+HCP; twin-like defects noted but diffraction confirmation limited. | SFE depends on magnetic state; retain magnetic descriptor with SFE.,"{""Derived_VEC"": ""7.68"", ""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Magnetic_state_descriptor"": ""PM/AFM ordering explicitly modeled; Mn stabilizes AFM configurations"", ""VEC"": ""7.68""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
P010,10.1103/PhysRevMaterials.4.033601,,P010_C02,P010_G02,Experimental + DFT/magnetism,Cr20Mn30Fe24Co20Ni6,,at.%,24,30,20,20,6,,,,,,,,Synthesized after ab-initio compositional screening; tensile + magnetic/microstructure characterization,,,,,,,,,,298,0.001,,,,0.2,,local strain ~20% mechanism characterization,,,,,,,,,,,,,,,,,0,1,1,,,TWIP rather than TRIP,,,,,,,,,,,,,,,,,,XRD/EBSD/TEM phase evidence and alloy-level mechanism assignment,TEM/EBSD/ECCI local-strain mechanism evidence; alloy-level comparison,XRD; EBSD; ECCI; TEM; magnetic measurements,Yes,Abstract; Figs. 1-5; Summary and Conclusions,High,Single FCC initially; paper conclusion identifies alloy II as TWIP rather than TRIP. | SFE depends on magnetic state; retain magnetic descriptor with SFE.,"{""Derived_VEC"": ""7.62"", ""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Magnetic_state_descriptor"": ""PM/AFM ordering explicitly modeled; Mn stabilizes AFM configurations"", ""VEC"": ""7.62""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,-3.0
