Paper_ID,DOI,Paper_Title,Condition_ID,Experiment_Group_ID,Original_Experiment_Group_ID,Row_Type,Alloy_ID,Original_Composition,Composition_basis,Fe_at%,Mn_at%,Co_at%,Cr_at%,Ni_at%,N_at%,C_at%,Mo_at%,Si_at%,Ti_at%,V_at%,Other_elements,Processing_route,Cast_method,Homogenization_T_K,Homogenization_time_h,Hot_rolling_T_K,Hot_rolling_reduction_pct,Cold_rolling_reduction_pct,Annealing_T_K,Annealing_time_min,Cooling_route,Test_T_K,Strain_rate_s-1,Gauge_length_mm,Gauge_width_mm,Specimen_thickness_mm,True_strain,Local_strain,Deformation_stage,Grain_size_um,Grain_size_SD_um,Initial_FCC_fraction,Initial_HCP_fraction,Initial_twin_boundary_status,SFE_mJ_m2,SFE_error_mJ_m2,SFE_method,DeltaG_FCC_HCP_J_mol,DeltaG_method,Elastic_modulus_GPa,Shear_modulus_GPa,Poisson_ratio,Lattice_parameter_nm,Atomic_size_misfit_pct,CSRO_present,TRIP,TWIP,Slip,Stacking_faulting,HCP_to_FCC_reversion,Dominant_mechanism,HCP_fraction_at_condition,Twin_fraction_or_Sigma3,Twin_thickness_nm,HCP_lath_or_lamella_note,YS_MPa,YS_error_MPa,UTS_MPa,UTS_error_MPa,Elongation_pct,Elongation_error_pct,Uniform_elongation_pct,Critical_twin_stress_MPa,Critical_TRIP_stress_MPa,Twin_onset_true_strain,TRIP_onset_true_strain,Adiabatic_temperature_K,SFE_increase_dynamic_mJ_m2,Evidence_TRIP,Evidence_TWIP,Characterization_methods,Image_usable_for_descriptors,Source_location,Label_confidence,Notes,Unmapped_Fields,Source_File,Source_Sheet,Schema_Mapping_Review,QC_Status,Requires_Manual_Review,Row_Role,Target_Review_Status,Schema_Review_Status,Parent_Experiment_ID,ML_Condition_ID,Observation_ID,Data_Origin,Observation_Role,Deformation_Stage_ID,Grouping_Review_Required,Grouping_Confidence,Grouping_Reason,Recovered_Grain_size_um,Recovered_ISFE_DFT_0K_mJ_m2,Recovered_DeltaG_FCC_HCP_300K_J_mol,Recovered_YS_MPa,Recovered_UTS_MPa,Recovered_Elongation_pct,Recovered_Uniform_elongation_pct,Recovered_Initial_FCC_fraction,Recovered_Initial_HCP_fraction,Recovered_TRIP,Recovered_TWIP,Recovered_Recrystallized_fraction,Recovered_SFE_assumed_for_calculation_mJ_m2,Recovery_Provenance_JSON,Target_Correction_TRIP,Target_Correction_TWIP,Resolution_Provenance_JSON,Effective_TRIP,Effective_TWIP,Study_Series_ID,Material_Parent_ID,Physical_Batch_ID,Replicate_ID,Leakage_Group_Strict,Leakage_Group_Material,Parent_Linkage_Status,Aggregate_Property_Status,Parent_ML_Condition_ID,YS_mean,YS_uncertainty,UTS_mean,UTS_uncertainty,TE_mean,TE_uncertainty,UE_mean,UE_uncertainty,Replicate_n,uncertainty_type,P008_Record_Role,P008_Legacy_Mapping_Status,P008_Source_State,Recovered_Bulk_Composition_at_pct,Recovered_Composition_Status,Recovered_Processing_route,Recovered_Test_T_Reported,Recovered_Test_T_Status,Recovered_Grain_size_scope,Recovered_Grain_size_status,Recovered_Initial_HCP_status,Initial_BCC_alpha_martensite_fraction,Initial_BCC_alpha_martensite_status,Recovered_Recrystallized_fraction_status,Recovered_YS_status,Recovered_UTS_status,Recovered_Uniform_elongation_status,SFE_scope,SFE_value_alloy_level_mJ_m2,SFE_status,SFE_source_provenance,Alpha_lath_thickness,Alpha_lath_spacing,Recovery_twin_fraction,Recovery_twin_thickness,Recovery_twin_spacing_observed,Recovery_twin_spacing_fraction_input_nm,Deformation_twin_width,Deformation_twin_spacing,Precipitate_type,APT_local_composition,EDS_local_composition,P008_Recovery_Provenance_JSON,Independent_ML_sample,Nominal_Composition_at_pct,Measured_Composition_Status,Cr_at%_uncertainty,Mn_at%_uncertainty,Fe_at%_uncertainty,Co_at%_uncertainty,Ni_at%_uncertainty,Initial_Phase_State_Qualitative,Initial_Phase_Status,Magnetic_transition_T_K,Magnetic_transition_Status,Low_T_Magnetic_Behavior,Low_T_Magnetic_Behavior_T_K,Computational_Magnetic_States,PM_Model,AFM_Model,Computational_SFE_Scope,SFE_Relative_Trend,Finite_T_SFE_Excitations_Status,P010_Record_Role,P010_Recovery_Provenance_JSON,Processing_State_ID,Source_Material_ID,Sintering_T_C,Relative_Density_pct,Effective_Grain_Size_Including_TB_PhaseBoundary_um,Initial_Sigma3_TB_fraction,Initial_Twin_Type,Mn_Oxide_Area_Fraction,SPS_Pressure_MPa,SPS_Time_min,SPS_Vacuum_Pa,Detwinning,Feedstock_Composition_at_pct,Feedstock_Composition_Method,Feedstock_Composition_Scope,Local_EDS_Composition_at_pct,Local_EDS_Composition_Scope,FCC_lattice_a_XRD_A,HCP_lattice_a_XRD_A,HCP_lattice_c_XRD_A,KAM_mean_deg,HCP_lath_thickness_nm,Deformation_Twin_thickness_nm,P011_Record_Role,P011_Target_Status,P011_Negative_TWIP_Evidence,P011_Recovery_Provenance_JSON,Original_TRIP,Original_TWIP,P012_Record_Role,Measured_Composition_at_pct,Measured_Composition_Method,Grain_Size_Including_TB_as_HAB_um,XRD_Replicate_n,XRD_Replicate_Scope,Gauge_Cross_Section_mm,Loading_Direction,GND_density_m-2,Martensite_lath_thickness,Martensite_interspace_nm,Observed_Microstructure,P012_Target_Status,P012_Recovery_Provenance_JSON
P015,10.1016/j.jallcom.2026.188919,,P015_C02,P015_G01,P015_G01,Experimental + MD-derived SFE,Fe50Mn20Cr20Ni10,,at.%,50.0,20.0,,20.0,10.0,,,,,,,,VIM under Ar; extra 5 wt% Mn charge; cast in Cu mold; homogenized 1473 K/6 h; water quenched,,1473.0,6.0,,,,,,,77.0,0.001,,,,,,,,,1.0,,,10.97,,Molecular dynamics at test temperature,,,,,,,,,1.0,1.0,1,,,Synergistic TWIP + TRIP; secondary twins + ε-martensite,,,,,608.0,,850.0,,,,,,,,,,,ε-martensite activated at high strain at 77 K.,Mechanical nanotwins observed; TWIP active at both temperatures.,XRD; SEM/EBSD; TEM/HR-TEM/SAED; MD,Yes,Abstract; Sections 2.1-2.4; mechanism model; conclusions,High,Critical normal growth stress model: ε-martensite ~742 MPa at 77 K and ~745 MPa at 298 K; twins ~440 MPa at 77 K and ~658 MPa at 298 K. At 77 K TWIP begins near plastic onset; TRIP inferred near ~12% strain. Keep MD deformation rate separate from experimental tensile rate.,"{""Derived_TRIP_TWIP_class"": ""11"", ""Derived_feature_status"": ""Direct formula fields calculated; other composition descriptors remain NA."", ""Derived_log10_strain_rate"": ""-3""}",TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx,P011_P015_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,SOURCE_HAS_UNMAPPED_FIELDS,P015_PE02,P015_MC02,OBS072,HYBRID,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P016,10.1016/j.actamat.2018.10.017,Hierarchical microstructure design to tune the mechanical behavior of an interstitial TRIP-TWIP high-entropy alloy,P016_C01,P016_G01,P016_G01,Experimental processing/tensile condition,Fe49.5Mn30Co10Cr10C0.5,Fe49.5Mn30Co10Cr10C0.5,at.%,49.5,30.0,10.0,10.0,,,0.5,,,,,,Hot roll 50%; homogenize 1200C/2h; cold roll 67%; temper/anneal,,1473.0,2.0,,,67.0,673.0,3.0,,298.0,0.001,,,,,,Bimodal tempered,,,,,,,,,,,,,,,,,,,1,,,Nanograin/nanotwin strengthening; condition-specific TRIP/TWIP labels not forced,,,,,1300.0,,,,14.0,,,,,,,,,Condition-specific binary TRIP label not explicitly assigned,Condition-specific binary TWIP label not explicitly assigned,EBSD; ECC; XRD; TEM; DIC,Yes,Acta Materialia 163 (2019) 40–54,Medium,~50 nm nanograins + recovered parent grains 10–35 µm with pre-existing nanotwins | Bimodal state ~2× stronger; trimodal structure increases ductility from ~14% to ~60%.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P016_PE_400C_3min,P016_MC_400C_3min,OBS073,EXPERIMENTAL,INDEPENDENT_CONDITION,,0.0,HIGH,Map legacy condition 1:1; preserve row,,,,,,,,,,,,,18.0,"[{""feature"": ""SFE_assumed_for_calculation_mJ_m2"", ""status"": ""ASSUMED_NOT_MEASURED"", ""page"": ""pp. 26–28"", ""figure"": """"}]",,,"{""workbook_sheet"": ""P016_Hierarchy_Resolution"", ""status"": ""UNRESOLVED"", ""source"": ""P016 PDF pp. 9-10, 21-22; Figs. 2-3,6""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P016,10.1016/j.actamat.2018.10.017,Hierarchical microstructure design to tune the mechanical behavior of an interstitial TRIP-TWIP high-entropy alloy,P016_C02,P016_G02,P016_G02,Experimental processing/tensile condition,Fe49.5Mn30Co10Cr10C0.5,Fe49.5Mn30Co10Cr10C0.5,at.%,49.5,30.0,10.0,10.0,,,0.5,,,,,,Hot roll 50%; homogenize 1200C/2h; cold roll 67%; temper/anneal,,1473.0,2.0,,,67.0,673.0,10.0,,298.0,0.001,,,,,,Bimodal tempered,,,,,,,,,,,,,,,,,,,1,,,Recovered parent grains + nanograins; hierarchical bimodal microstructure,,,,,,,,,,,,,,,,,,Condition-specific binary TRIP label not explicitly assigned,Condition-specific binary TWIP label not explicitly assigned,EBSD; ECC; XRD; TEM; DIC,Yes,Acta Materialia 163 (2019) 40–54,Medium,~50 nm nanograins + recovered parent grains 10–35 µm | Bimodal state ~2× stronger; trimodal structure increases ductility from ~14% to ~60%.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P016_PE_400C_10min,P016_MC_400C_10min,OBS074,EXPERIMENTAL,INDEPENDENT_CONDITION,,0.0,HIGH,Map legacy condition 1:1; preserve row,,,,,,,,,,,,,18.0,"[{""feature"": ""SFE_assumed_for_calculation_mJ_m2"", ""status"": ""ASSUMED_NOT_MEASURED"", ""page"": ""pp. 26–28"", ""figure"": """"}]",,,"{""workbook_sheet"": ""P016_Hierarchy_Resolution"", ""status"": ""UNRESOLVED"", ""source"": ""P016 PDF pp. 9-10, 21-22; Figs. 2-3,6""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P016,10.1016/j.actamat.2018.10.017,Hierarchical microstructure design to tune the mechanical behavior of an interstitial TRIP-TWIP high-entropy alloy,P016_C03,P016_G03,P016_G03,Experimental processing/tensile condition,Fe49.5Mn30Co10Cr10C0.5,Fe49.5Mn30Co10Cr10C0.5,at.%,49.5,30.0,10.0,10.0,,,0.5,,,,,,Hot roll 50%; homogenize 1200C/2h; cold roll 67%; temper/anneal,,1473.0,2.0,,,67.0,923.0,,,298.0,0.001,,,,,,Trimodal annealed,,,,,,,,,,,,,,,,,1.0,1.0,1,,,Sequential activation of TRIP then TWIP across grain-size hierarchy,,,,,,,,,60.0,,,,,,,,,Sequential phase-stability response linked to grain-size hierarchy,Sequential twinning response linked to grain-size hierarchy,EBSD; ECC; XRD; TEM; DIC,Yes,Acta Materialia 163 (2019) 40–54,High,<1 µm + 1–6 µm + retained large grains | Bimodal state ~2× stronger; trimodal structure increases ductility from ~14% to ~60%.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE,False,EXPERIMENTAL_INDEPENDENT,NO_FLAG,CANONICAL_OR_SAFE_ALIAS,P016_LEGACY_COLLAPSED_C03,P016_LEGACY_COLLAPSED_C03,OBS075,EXPERIMENTAL,LEGACY_COLLAPSED,,0.0,HIGH,Retain as legacy summary only; do not map to one exact condition,,,,,,,,,,,,,,,,,"{""workbook_sheet"": ""P016_Hierarchy_Resolution"", ""status"": ""LEGACY_COLLAPSED"", ""source"": ""Legacy extraction vs P016 PDF Fig. 6 and Sections 3.3-3.5""}",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C01,P017_Al0.5_T300,P017_Al0.5_T300,Molecular-dynamics simulation,Al0.5CrCoFeCuNi,Al0.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,300.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE01,P017_MC01,OBS076,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C02,P017_Al0.5_T300,P017_Al0.5_T300,Molecular-dynamics simulation,Al0.5CrCoFeCuNi,Al0.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,300.0,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE02,P017_MC02,OBS077,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C03,P017_Al0.5_T600,P017_Al0.5_T600,Molecular-dynamics simulation,Al0.5CrCoFeCuNi,Al0.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,600.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE03,P017_MC03,OBS078,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C04,P017_Al0.5_T600,P017_Al0.5_T600,Molecular-dynamics simulation,Al0.5CrCoFeCuNi,Al0.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,600.0,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE04,P017_MC04,OBS079,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C05,P017_Al1.5_T300,P017_Al1.5_T300,Molecular-dynamics simulation,Al1.5CrCoFeCuNi,Al1.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,300.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE05,P017_MC05,OBS080,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C06,P017_Al1.5_T300,P017_Al1.5_T300,Molecular-dynamics simulation,Al1.5CrCoFeCuNi,Al1.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,300.0,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE06,P017_MC06,OBS081,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C07,P017_Al1.5_T600,P017_Al1.5_T600,Molecular-dynamics simulation,Al1.5CrCoFeCuNi,Al1.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,600.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE07,P017_MC07,OBS082,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P017,10.1016/j.ijplas.2019.102649,Study of the plastic deformation mechanism of TRIP–TWIP high entropy alloys at the atomic level,P017_C08,P017_Al1.5_T600,P017_Al1.5_T600,Molecular-dynamics simulation,Al1.5CrCoFeCuNi,Al1.5CrCoFeCuNi,simulation stoichiometric notation,,,,,,,,,,,,,Atomic model melting + rapid quenching; uniaxial MD tension,,,,,,,,,,600.0,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,Coupled TWIP-induced TRIP and TRIP-induced TWIP; stacking-fault/dislocation/twin evolution,,,,,,,,,,,,,,,,,,MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,MD reports twinning and detwinning,Molecular dynamics; atomistic defect analysis,Yes,International Journal of Plasticity 127 (2020) 102649,High,Computational support only; MD strain rates must not be mixed directly with experimental data.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P017_PE08,P017_MC08,OBS083,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P018,10.1016/j.ijmecsci.2022.107098,Deformation mechanisms of TRIP–TWIP medium-entropy alloys via molecular dynamics simulations,P018_C01,P018_Mn20,P018_Mn20,Molecular-dynamics simulation,Fe60Mn20Co10Cr10,Fe60Mn20Co10Cr10,at.%,60.0,20.0,10.0,10.0,,,,,,,,,Polycrystalline atomistic model; uniaxial MD tension,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,,"Grain-size/composition-dependent Shockley partials, stacking faults, twinning and transformation",,,,,,,,,,,,,,,,,,MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,"MD tracks partial dislocations, stacking faults and twin evolution",Molecular dynamics; dislocation/defect analysis,Yes,International Journal of Mechanical Sciences 219 (2022) 107098,Medium,Computational support. Source reports fewer Shockley partials and suppressed stacking faults as grain size decreases; exact simulation T/rate left blank pending full-source extraction.,,TRIP_TWIP_P016_P019_FULL_EXTRACTION.xlsx,P016_P019_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,COMPUTATIONAL_MD,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P018_PE01,P018_MC01,OBS084,MD,COMPUTATIONAL_CONDITION,,0.0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
