Column_Name,Data_Type,Scientific_Family,Prediction_Time_Class,Proposed_Model_Role,Experimental_Domain_Eligibility,Computational_Domain_Eligibility,Known_Before_Deformation,Direct_Source_or_Derived,Method_Sensitive,Temperature_Sensitive,Phase_Sensitive,Potential_Leakage,Leakage_Reason,Missingness_Concern,Scope_Constraint,Recommended_V1_Action,Notes
Unmapped_Fields,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 6/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Source_File,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Source_Sheet,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Schema_Mapping_Review,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 6/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
QC_Status,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,REPOSITORY_QC_DERIVED,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 21/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Requires_Manual_Review,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 21/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Row_Role,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 26/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Target_Review_Status,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 25/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Schema_Review_Status,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 21/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Parent_Experiment_ID,TEXT,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 46/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
ML_Condition_ID,TEXT,IDENTITY_GROUPING,IDENTIFIER_ONLY,IDENTITY_CONTROL_ONLY,NOT_ELIGIBLE_AS_PREDICTOR,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"The identifier can memorize paper, material, condition, or observation identity.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,Condition identity only; never an ordinary predictor.,RETAIN_FOR_IDENTITY_CONTROL_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Observation_ID,TEXT,IDENTITY_GROUPING,IDENTIFIER_ONLY,IDENTITY_CONTROL_ONLY,NOT_ELIGIBLE_AS_PREDICTOR,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"The identifier can memorize paper, material, condition, or observation identity.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_IDENTITY_CONTROL_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Data_Origin,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Observation_Role,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Deformation_Stage_ID,TEXT,IDENTITY_GROUPING,IDENTIFIER_ONLY,IDENTITY_CONTROL_ONLY,NOT_ELIGIBLE_AS_PREDICTOR,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"The identifier can memorize paper, material, condition, or observation identity.",NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_IDENTITY_CONTROL_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Grouping_Review_Required,BINARY_NUMERIC,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Grouping_Confidence,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 51/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Grouping_Reason,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 25/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Recovered_Grain_size_um,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 6/51 (11.76%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Recovered_ISFE_DFT_0K_mJ_m2,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_METHOD_GATED_OR_FUTURE_ABLATION_ONLY,ELIGIBLE_METHOD_SPECIFIC_PHYSICS_ABLATION_ONLY,CONDITIONAL_ON_SCOPE,SOURCE_REPORTED_METHOD_SPECIFIC_VALUE,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",NO_EXPERIMENTAL_COVERAGE; experimental nonmissing 0/51 (0.00%),"DFT intrinsic SFE at 0 K; future physics ablation only, never generic experimental SFE.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Distinct DFT 0 K field; not collapsed into experimental SFE.
Recovered_DeltaG_FCC_HCP_300K_J_mol,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,SOURCE_REPORTED_METHOD_SPECIFIC_VALUE,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",NO_EXPERIMENTAL_COVERAGE; experimental nonmissing 0/51 (0.00%),"Thermo-Calc value at 300 K only; never transfer across temperature, alloy, or paper.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Recovered_YS_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 9/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Recovered_UTS_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 6/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Recovered_Elongation_pct,INTEGER_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Recovered_Uniform_elongation_pct,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 6/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Recovered_Initial_FCC_fraction,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,YES,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 5/51 (9.80%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Recovered_Initial_HCP_fraction,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,YES,YES,NO,Direct source-supported information available before loading.,HIGH; experimental nonmissing 11/51 (21.57%),Pre-test HCP only; never promote processing or thermal martensite to a tensile target.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Recovered_TRIP,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 20/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Recovered_TWIP,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 20/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Recovered_Recrystallized_fraction,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 3/51 (5.88%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Recovered_SFE_assumed_for_calculation_mJ_m2,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,METADATA_ONLY,AUDIT_OR_DESCRIPTIVE_ONLY,NOT_ELIGIBLE_AS_ORDINARY_PREDICTOR,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_REPORTED_METHOD_SPECIFIC_VALUE,YES,YES,YES,YES_IF_MODELED,"Metadata can encode paper, workflow, or extraction artifacts rather than material behavior.",NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,P016 assumed model input; not a direct material measurement.,RETAIN; BLOCK_AS_ORDINARY_PREDICTOR,Primary V1 family: PHYSICS_THERMODYNAMICS; classification is frozen for pre-deformation prediction.
Recovery_Provenance_JSON,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 7/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Target_Correction_TRIP,CONTINUOUS_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,REVIEW_DERIVED_TARGET_WITH_ORIGINAL_PRESERVED,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Target_Correction_TWIP,TEXT,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,REVIEW_DERIVED_TARGET_WITH_ORIGINAL_PRESERVED,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Resolution_Provenance_JSON,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 6/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Effective_TRIP,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,REVIEW_DERIVED_TARGET_WITH_ORIGINAL_PRESERVED,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 32/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary preserved experimental TRIP target candidate; final task selection is not made in V1.
Effective_TWIP,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,REVIEW_DERIVED_TARGET_WITH_ORIGINAL_PRESERVED,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 30/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary preserved experimental TWIP target candidate; final task selection is not made in V1.
Study_Series_ID,TEXT,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 32/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Material_Parent_ID,TEXT,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 32/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Physical_Batch_ID,CONTINUOUS_NUMERIC,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Replicate_ID,CONTINUOUS_NUMERIC,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
