Feature_Name,Leakage_Category,Leakage_Risk,Predictor_Eligibility,Rationale
P008_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Independent_ML_sample,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Nominal_Composition_at_pct,PRE_TEST_SAFE,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Measured_Composition_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Cr_at%_uncertainty,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Mn_at%_uncertainty,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Fe_at%_uncertainty,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Co_at%_uncertainty,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Ni_at%_uncertainty,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_Phase_State_Qualitative,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_Phase_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Magnetic_transition_T_K,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Magnetic_transition_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Low_T_Magnetic_Behavior,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Low_T_Magnetic_Behavior_T_K,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Computational_Magnetic_States,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
PM_Model,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
AFM_Model,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Computational_SFE_Scope,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SFE_Relative_Trend,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Finite_T_SFE_Excitations_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P010_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P010_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Processing_State_ID,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Source_Material_ID,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Sintering_T_C,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Relative_Density_pct,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Effective_Grain_Size_Including_TB_PhaseBoundary_um,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_Sigma3_TB_fraction,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_Twin_Type,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Mn_Oxide_Area_Fraction,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SPS_Pressure_MPa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SPS_Time_min,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SPS_Vacuum_Pa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Detwinning,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Feedstock_Composition_at_pct,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Feedstock_Composition_Method,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Feedstock_Composition_Scope,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Local_EDS_Composition_at_pct,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Local_EDS_Composition_Scope,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
FCC_lattice_a_XRD_A,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HCP_lattice_a_XRD_A,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HCP_lattice_c_XRD_A,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
KAM_mean_deg,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HCP_lath_thickness_nm,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Deformation_Twin_thickness_nm,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P011_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P011_Target_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P011_Negative_TWIP_Evidence,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P011_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Original_TRIP,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Original_TWIP,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P012_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Measured_Composition_at_pct,PRE_TEST_SAFE,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Measured_Composition_Method,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Grain_Size_Including_TB_as_HAB_um,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
XRD_Replicate_n,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
XRD_Replicate_Scope,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Gauge_Cross_Section_mm,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Loading_Direction,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
GND_density_m-2,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Martensite_lath_thickness,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Martensite_interspace_nm,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Observed_Microstructure,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P012_Target_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P012_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P013_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P013_Target_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Test_T_Raw,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Composition_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Surface_Preparation,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Specimen_Cutting,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SXRD_Mode,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Beam_Energy_keV,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Exposure_s,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Images_per_loading_step,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Beam_Size_um,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_MnO_fraction,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Grain_Size_Scope,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HCP_Morphology,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
EBSD_Phase_Fraction_Use_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_HCP_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_HCP_Origin,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_FCC_lattice_a_A,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_HCP_c_over_a,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_HCP_c_over_a_uncertainty,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Approx_Stress_MPa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HCP_fraction_status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Nearest_SXRD_TRIP_Onset_Stress_MPa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Tensile_TWIP_Onset_Stress_MPa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Compression_Twinning_Onset_Stress_MPa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Final_InSitu_True_Stress_Approx_MPa,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Final_InSitu_Engineering_Strain_Approx_pct,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Mechanism_Phase_Scope,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P013_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P014_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P014_Target_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P014_Legacy_Mapping_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Cold_Roll_Reduction_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Cold_Roll_Pass_Reduction_mm,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Remelting_n,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Test_T_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
KAM_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Recrystallized_fraction,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Recrystallized_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Processing_TRIP,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Processing_TWIP,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_Twin_Origin,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_Twin_Target_Safety,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Tensile_Strain_pct,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
FCC_fraction_at_stage,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
TWIP_at_stage,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
TRIP_at_stage,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Slip_at_stage,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HDI_at_stage,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HDI_Hardening,MODEL_DERIVED_FROM_LOADING,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P014_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P015_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P015_Target_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P015_Legacy_Mapping_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Mn_Charge_Adjustment,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Raw_Material_Purity,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Grain_Size_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Texture_Orientation_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Elemental_Segregation_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Engineering_YS_MPa,POST_TEST_MECHANICAL_OUTCOME,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Engineering_UTS_MPa,POST_TEST_MECHANICAL_OUTCOME,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Engineering_Elongation_pct,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
True_Yield_Stress_MPa,POST_TEST_MECHANICAL_OUTCOME,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
True_UTS_MPa,POST_TEST_MECHANICAL_OUTCOME,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
HC,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
True_Property_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Postfracture_Phase_State,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Postfracture_HCP_fraction,POST_TEST_MECHANISM_EVIDENCE,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Postfracture_HCP_fraction_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Fracture_Mode,POST_TEST_MECHANICAL_OUTCOME,HIGH,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Negative_Evidence_Quality,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SFE_Value_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SFE_Data_Origin,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Critical_Stress_Model_Validity,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P015_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Computational_Condition_ID,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Independent_Computational_Condition,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Independent_Experimental_ML_sample,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Experimental_Target_Eligibility,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Paper_Native_TRIP,COMPUTATIONAL_ONLY,DOMAIN,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Paper_Native_TWIP,COMPUTATIONAL_ONLY,DOMAIN,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
TWIP_induced_TRIP_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
TWIP_induced_TRIP_Timing,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
TRIP_induced_TWIP_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
TRIP_induced_TWIP_Timing,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
SIS_PSR_GPa,COMPUTATIONAL_ONLY,DOMAIN,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
UTS_PSR_GPa,COMPUTATIONAL_ONLY,DOMAIN,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
UTS_PSR_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_BCC_fraction_raw,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
Initial_BCC_fraction_status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
PostQuench_Initial_Structure,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P017_Record_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P017_Legacy_Mapping_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
P017_Recovery_Provenance_JSON,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Row_Role,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Experimental_Eligibility,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Computational_Eligibility,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Target_Eligibility,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Duplicate_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Leakage_Risk,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Leakage_Category,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Source_Completeness,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
QC_Review_Status,UNKNOWN_REVIEW,REVIEW,PREDICTOR_ELIGIBILITY_UNRESOLVED,Classification only; final feature inclusion is outside this QC pass.
