Paper_ID,Record_ID,Parent_ID,Current_Role,Independent_Experimental,Independent_Computational,Possible_Duplicate_Group,Issue_Type,Severity,Recommended_Action,Evidence
P017,OBS082,P017_PE07,LEGACY_COMPUTATIONAL,False,False,P017_MC07,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,OBS083,P017_PE08,LEGACY_COMPUTATIONAL,False,False,P017_MC08,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS084,P018_PE01,LEGACY_COMPUTATIONAL,False,False,P018_MC01,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS085,P018_PE02,LEGACY_COMPUTATIONAL,False,False,P018_MC02,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS086,P018_PE03,LEGACY_COMPUTATIONAL,False,False,P018_MC03,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS087,P018_PE04,LEGACY_COMPUTATIONAL,False,False,P018_MC04,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS088,P018_PE05,LEGACY_COMPUTATIONAL,False,False,P018_MC05,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS089,P018_PE06,LEGACY_COMPUTATIONAL,False,False,P018_MC06,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS090,P018_PE07,LEGACY_COMPUTATIONAL,False,False,P018_MC07,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS091,P018_PE08,LEGACY_COMPUTATIONAL,False,False,P018_MC08,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS092,P018_PE09,LEGACY_COMPUTATIONAL,False,False,P018_MC09,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS093,P018_PE10,LEGACY_COMPUTATIONAL,False,False,P018_MC10,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS094,P018_PE11,LEGACY_COMPUTATIONAL,False,False,P018_MC11,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P018,OBS095,P018_PE12,LEGACY_COMPUTATIONAL,False,False,P018_MC12,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P019,OBS096,P019_PE01,LEGACY_COMPUTATIONAL,False,False,P019_MC01,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=OTHER_COMPUTATIONAL; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P019,OBS097,P019_PE02,LEGACY_COMPUTATIONAL,False,False,P019_MC02,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=OTHER_COMPUTATIONAL; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P019,OBS098,P019_PE03,LEGACY_COMPUTATIONAL,False,False,P019_MC03,NONPRIMARY_RECORD,P1_OR_INFO,PRESERVE; EXCLUDE_FROM_PRIMARY_INDEX,Data_Origin=OTHER_COMPUTATIONAL; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P016,P016_OBS_CONDITION_650C_3min,P016_PE_650C_3min,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P016_MC_650C_3min,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P016,P016_OBS_CONDITION_650C_10min,P016_PE_650C_10min,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P016_MC_650C_10min,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P016,P016_OBS_CONDITION_750C_3min,P016_PE_750C_3min,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P016_MC_750C_3min,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P016,P016_OBS_CONDITION_750C_10min,P016_PE_750C_10min,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P016_MC_750C_10min,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P016,P016_OBS_650C3m_eps03,P016_PE_650C_3min,EXPERIMENTAL_STAGE_CHILD,False,False,P016_MC_650C_3min,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P016,P016_OBS_650C10m_eps45,P016_PE_650C_10min,EXPERIMENTAL_STAGE_CHILD,False,False,P016_MC_650C_10min,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P016,P016_OBS_750C3m_eps03,P016_PE_750C_3min,EXPERIMENTAL_STAGE_CHILD,False,False,P016_MC_750C_3min,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P016,P016_OBS_750C3m_eps10,P016_PE_750C_3min,EXPERIMENTAL_STAGE_CHILD,False,False,P016_MC_750C_3min,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P016,P016_OBS_750C3m_eps30,P016_PE_750C_3min,EXPERIMENTAL_STAGE_CHILD,False,False,P016_MC_750C_3min,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P016,P016_OBS_750C3m_eps45,P016_PE_750C_3min,EXPERIMENTAL_STAGE_CHILD,False,False,P016_MC_750C_3min,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P007,P007_OBS_A6001_eps20,P007_MC_A600_1h,EXPERIMENTAL_STAGE_CHILD,False,False,P007_MC_A600_1h,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P007,P007_OBS_A6002_eps20,P007_MC_A600_2h,EXPERIMENTAL_STAGE_CHILD,False,False,P007_MC_A600_2h,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P007,P007_OBS_A60010_eps20,P007_MC_A600_10h,EXPERIMENTAL_STAGE_CHILD,False,False,P007_MC_A600_10h,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P007,P007_OBS_A60072_eps10,P007_MC_A600_72h,EXPERIMENTAL_STAGE_CHILD,False,False,P007_MC_A600_72h,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P007,P007_OBS_A60072_eps20,P007_MC_A600_72h,EXPERIMENTAL_STAGE_CHILD,False,False,P007_MC_A600_72h,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P008,P008_OBS_N0_HOMO,P008_MC_N0_HOMO,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P008_MC_N0_HOMO,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P008,P008_OBS_N0_PC,P008_MC_N0_PC,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P008_MC_N0_PC,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P008,P008_OBS_N0_FC,P008_MC_N0_FC,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P008_MC_N0_FC,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P008,P008_OBS_N2p6_HOMO,P008_MC_N2p6_HOMO,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P008_MC_N2p6_HOMO,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P008,P008_OBS_N2p6_FC,P008_MC_N2p6_FC,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P008_MC_N2p6_FC,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P010,P010_OBS_AlloyI_condition,P010_MC_AlloyI,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P010_MC_AlloyI,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P010,P010_OBS_AlloyII_condition,P010_MC_AlloyII,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P010_MC_AlloyII,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P010,P010_OBS_AlloyIII_condition,P010_MC_AlloyIII,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P010_MC_AlloyIII,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P010,P010_OBS_AlloyI_eps20,P010_MC_AlloyI,EXPERIMENTAL_STAGE_CHILD,False,False,P010_MC_AlloyI,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P010,P010_OBS_AlloyI_eps60,P010_MC_AlloyI,EXPERIMENTAL_STAGE_CHILD,False,False,P010_MC_AlloyI,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P010,P010_OBS_AlloyII_eps20,P010_MC_AlloyII,EXPERIMENTAL_STAGE_CHILD,False,False,P010_MC_AlloyII,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P010,P010_OBS_AlloyII_eps70,P010_MC_AlloyII,EXPERIMENTAL_STAGE_CHILD,False,False,P010_MC_AlloyII,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P010,P010_OBS_AlloyIII_eps30,P010_MC_AlloyIII,EXPERIMENTAL_STAGE_CHILD,False,False,P010_MC_AlloyIII,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P010,P010_OBS_AlloyIII_eps80,P010_MC_AlloyIII,EXPERIMENTAL_STAGE_CHILD,False,False,P010_MC_AlloyIII,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P011,P011_OBS_A9_298K_condition,P011_MC_A9_298K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P011_MC_A9_298K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P011,P011_OBS_A10_298K_condition,P011_MC_A10_298K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P011_MC_A10_298K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P011,P011_OBS_A11_298K_condition,P011_MC_A11_298K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P011_MC_A11_298K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P011,P011_OBS_A10_77K_condition,P011_MC_A10_77K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P011_MC_A10_77K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P011,P011_OBS_A10_298_eps0,P011_MC_A10_298K,EXPERIMENTAL_STAGE_CHILD,False,False,P011_MC_A10_298K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P011,P011_OBS_A10_298_eps15,P011_MC_A10_298K,EXPERIMENTAL_STAGE_CHILD,False,False,P011_MC_A10_298K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P011,P011_OBS_A10_298_fracture,P011_MC_A10_298K,EXPERIMENTAL_STAGE_CHILD,False,False,P011_MC_A10_298K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P011,P011_OBS_A10_77_eps0,P011_MC_A10_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P011_MC_A10_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P011,P011_OBS_A10_77_eps15,P011_MC_A10_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P011_MC_A10_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P011,P011_OBS_A10_77_fracture,P011_MC_A10_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P011_MC_A10_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_BASE_RT_condition,P012_MC_BASE_RT,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P012_MC_BASE_RT,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P012,P012_OBS_MO_RT_condition,P012_MC_MO_RT,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P012_MC_MO_RT,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P012,P012_OBS_C_RT_condition,P012_MC_C_RT,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P012_MC_C_RT,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P012,P012_OBS_BASE_77K_condition,P012_MC_BASE_77K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P012_MC_BASE_77K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P012,P012_OBS_MO_77K_condition,P012_MC_MO_77K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P012_MC_MO_77K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P012,P012_OBS_C_77K_condition,P012_MC_C_77K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P012_MC_C_77K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P012,P012_OBS_BASE_RT_eps005,P012_MC_BASE_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_BASE_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_BASE_RT_eps010,P012_MC_BASE_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_BASE_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_BASE_RT_eps020,P012_MC_BASE_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_BASE_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_BASE_RT_eps045,P012_MC_BASE_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_BASE_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_RT_eps005,P012_MC_MO_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_RT_eps010,P012_MC_MO_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_RT_eps020,P012_MC_MO_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_RT_eps045,P012_MC_MO_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_RT_eps005,P012_MC_C_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_RT_eps010,P012_MC_C_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_RT_eps020,P012_MC_C_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_RT_eps045,P012_MC_C_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
